panel,figure_label,method,program,seed,rqvi_gp,flashier_factor,gene,gene_effect,mean_log_expr,source_column,above_0p1,abs_above_0p1,rank_positive_effect,rank_abs_effect
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Hba-a1,0.15935478,0.0019334422320337,112,True,True,51,77
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Cish,0.14759852,0.0871224302332308,112,True,True,52,80
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Lax1,0.14612752,0.1104986888570485,112,True,True,53,81
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Gimap3,0.14549398,0.6999573949399311,112,True,True,54,82
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Rgs3,0.14538932,0.1100745002984913,112,True,True,55,84
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Gem,0.14489788,0.0783500290293488,112,True,True,56,85
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Itga1,0.14366263,0.0625324759761352,112,True,True,57,86
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Lrrk1,0.14275955,0.0419852930253345,112,True,True,58,88
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Cited4,0.14082119,0.0363143962655951,112,True,True,59,93
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Isg20,0.1387373,0.0745739945084273,112,True,True,60,96
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Gzmc,0.13424572,0.0117699020842554,112,True,True,61,97
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Itgax,0.13423076,0.0221597403388283,112,True,True,62,98
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Klrc2,0.13369058,0.0144167660898758,112,True,True,63,99
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Gzmk,0.13262734,0.0818554411345984,112,True,True,64,100
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Mef2a,0.13235849,0.1220053418820685,112,True,True,65,101
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Klra5,0.13087797,0.0344615292595038,112,True,True,66,103
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Anxa2,0.13008904,0.228858558444483,112,True,True,67,105
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Sh2d2a,0.12941489,0.3137628841265109,112,True,True,68,107
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Cd226,0.12903142,0.1808283912489383,112,True,True,69,108
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Trip4,0.12787509,0.0541668552384021,112,True,True,70,111
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Itgae,0.12568212,0.171570229584698,112,True,True,71,114
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Itgb2,0.12478858,0.3922308021133208,112,True,True,72,116
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Txk,0.123731524,0.2327585890572368,112,True,True,73,119
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Ifitm10,0.122534156,0.0556567964380717,112,True,True,74,121
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Tbx21,0.12127744,0.0886651410142001,112,True,True,75,123
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Tmem273,0.120664485,0.0175530389430129,112,True,True,76,125
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Litaf,0.11925526,0.152149102983388,112,True,True,77,128
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Klrh1,0.11850999,0.0205222266513964,112,True,True,78,130
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Cd82,0.11705974,0.3594609779417639,112,True,True,79,131
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Ccl3,0.11634883,0.0333580369748707,112,True,True,80,132
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Gimap5,0.11580628,0.2828709548763143,112,True,True,81,133
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Nedd4,0.11256288,0.0627933147847353,112,True,True,82,136
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Klra9,0.11162086,0.0083644595003346,112,True,True,83,137
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Fth1,0.11016774,1.5064878889552369,112,True,True,84,139
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Sulf2,0.1072842,0.0185368349737992,112,True,True,85,142
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Chn2,0.105716884,0.1432651064830422,112,True,True,86,145
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Lat2,0.10547626,0.0404328563734319,112,True,True,87,147
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,St3gal6,0.10522367,0.0838742503033268,112,True,True,88,148
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Hic1,0.10363787,0.0316991675324271,112,True,True,89,151
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Klra6,0.1029162,0.01883219772117,112,True,True,90,152
FigS7h,Figure S7h,RQVI,"RQVI GP112 (seed 5), best match for Flashier F30",5,112,30,Ptpn6,0.10013622,0.2804975165028405,112,True,True,91,154
