,mean_log_expr
Tmem151a,0.00076098004682471
Anxa3,0.0007759011758639918
Cd244a,0.059007149896687525
Cebpa,0.0035527476774449367
Nol3,0.00016151034553028423
Pyroxd1,0.021502982998340837
Gm42420,0.00021568775328549022
Lyn,0.046601274512322426
Defa21,0.00015722442735641222
Mcph1,0.035470170596770795
Safb,0.11234332021126177
Tnip1,0.13662256886532725
Rufy1,0.032619987914445446
Skint6,0.00013739791187041767
Slc27a6,0.003218992649661901
Eef2k,0.01506242875641955
Bfsp1,0.000424750485016126
Il1rapl1,0.037254981192057786
Cdc42ep3,0.07905173433895137
Gsto2,0.00043485937845133847
Tgfbr2,0.31758343881542755
Spata25,4.103797246926185e-05
Phlpp1,0.039950090560310646
Mmp9,0.004467299197777799
Ppm1k,0.028264880588121034
Gng2,0.14797415370503642
Fam118a,0.022861646099828974
Pdzk1,0.0013152151871681406
Ccdc92b,3.497443705037926e-05
Lrrc32,0.007863274120638539
Cacna2d4,0.013078761685925231
Wdr46,0.04977331770031171
Cxxc1,0.059757768880435054
Filip1l,0.3417999564571009
Lims1,0.1817979336386867
Ap1s3,0.023607492983912796
Prg3,4.93231367344383e-05
Gdf7,1.409301973598055e-05
Foxo1,0.2891670153308637
Cobl,0.00022528194317874702
Fam120c,0.030968181015888645
Sec63,0.11977849607411471
Zfp943,0.01870504986487272
Ubr4,0.11875904030675001
Catspere2,0.004053002007265259
Olfml2b,3.0912403298231804e-05
Ifi204,0.0016843974893181923
Cab39l,0.1014191301659622
Atp2c2,0.00011025446530593834
Cpeb2,0.01734541503384087
Cacng2,1.163625345729707e-05
Gnmt,0.00045689743184233885
Aatf,0.0756032420782492
Sdhaf1,0.08132085284560049
Akap8l,0.12717713154011498
Bbs1,0.0004748615810086764
Plscr3,0.026004078300836467
Strn3,0.11882113900305231
Anp32a,0.4131271012638982
Tfpi,0.00702748823494389
Rasa4,0.006643124250014637
Flcn,0.036480911131091955
Ly9,0.12567058657939278
Gm4846,7.484643023805514e-06
Runx1t1,4.3017194729751263e-05
Mfsd4b1,5.930049828560101e-05
Tmem64,0.10951429638233155
Lrrfip1,0.30410173680307406
Rph3a,0.0001054379470033276
Fam83f,0.0010106281126332722
Sdc1,0.0036548517262959155
Penk,0.011208123614214645
Sfmbt2,0.011385891174791156
Kit,0.04067720145148567
Flot2,0.041419683152030026
Furin,0.0732586907022849
Entpd7,0.009562953282144428
Tgm2,0.005614266820041138
Chit1,0.0009302310238708088
Golm1,0.06612863480222697
Slc9a9,0.23653888930325456
Zfp108,0.00041001892661004944
Tcf19,0.016866935402706538
Tlr1,0.016171857037598398
Eif2d,0.041034830578362755
Notch2,0.04833869745420058
Trip4,0.05416685523840214
Mb,8.046398221738681e-06
Gripap1,0.06868689764361287
Syn2,2.929901807632653e-05
Ccdc181,0.007200629170361487
Vps13c,0.07680463883795045
Cts6,2.9463900597851855e-06
Pitpnc1,0.34983839776781955
Kel,1.9432746850766198e-05
Strip1,0.05614068460190366
Adamts2,0.00024997020566442984
Top2b,0.29599248884267665
Slc2a12,0.000395061687043731
Stxbp5l,3.879237081205692e-05
Nfkbiz,0.09659982810423955
Ccdc9b,4.469325295624164e-05
Nkx2-2,1.2074070694235259e-05
Rapgef2,0.06725775709244156
Dpp6,0.00022686702526933722
Gfra1,0.00030760126189246546
Acsm4,2.086634516615369e-05
Zfp36l3,1.3843759662517049e-05
Tlr5,1.876737979767425e-05
Igsf23,0.019250811550524438
6430548M08Rik,0.0005904054893643437
Clip3,0.0018248270046576345
Ddx43,0.01750241076807262
Slc30a3,0.000407739281105246
Fhl3,0.015235836168804091
Ifitm2,0.011668966623412439
Tbc1d23,0.03885736019739863
Slc26a8,0.00042935500890462234
Zpld2,5.427804802410341e-06
Ksr1,0.027775713333217253
Npas2,0.002038598482029462
Cntn6,4.882059090477476e-05
Zfp639,0.05509412046418931
Aadacl4,1.9068899598643349e-06
Pi15,2.774418843998505e-05
Prune1,0.012843548555434878
Npy,8.946199636460365e-05
Zfpm2,0.0001834278520780053
Acsbg1,0.043200451218875745
Ptger2,0.01832117599405582
Isg15,0.1580263215645267
Aldh18a1,0.03578141964122055
Slc35a3,0.023995336838376277
Rnpepl1,0.0708901417322675
Tm9sf2,0.14476328694735366
Dnah2,0.00023190712112958263
Ddx18,0.10838516301182656
Lingo4,0.0009537154629059065
Naip6,0.002559948676045189
Meis3,0.036350484486054366
Gm3476,1.7805187013549933e-05
Gmip,0.12398780888908818
Igf2r,0.11478068484247392
Tnip2,0.019490338391396432
Acadsb,0.02771686674344039
Kcnj14,7.544864705307299e-05
Gga3,0.03568753752408008
Wdr24,0.016420805348302245
Zfp819,1.481257664696617e-05
Aspn,0.00010899443949068395
Zfp277,0.07238315058140976
Ccdc66,0.0196835868100113
E130311K13Rik,0.009580592535919195
Mup10,1.567158320493066e-06
Tgm4,0.00033763994120124746
Zswim3,0.010011533760216856
Gm6525,2.243892521110498e-05
Arf4,0.2704011178157228
Ppip5k2,0.05737907983211918
Jade3,0.00879387756509571
Mgam,0.0001622442204285252
Tbcel,0.04704627652321693
Mrln,0.00011051333667930609
Hsp90b1,0.4473091368748832
Ssbp3,0.10931282981087491
Defb40,5.772311343014755e-06
Srpx,5.4142682722974145e-06
Zfp457,0.0010087712104008932
Ccdc167,0.01959047147169896
Ccdc30,0.014352451099914435
Rab11fip4,0.045125934601728784
Arhgap8,1.3615227817290083e-05
Prg2,7.545607082623152e-05
Ces2g,1.8682821365262126e-05
Sec24c,0.08589739527600106
Prickle1,0.016669911769312807
Fam120b,0.08620287631498035
Clec4e,0.0001443441144923268
Nr3c1,0.24791737615155313
Kansl1,0.2551516026803313
Tmem200b,5.481239261292304e-05
Anpep,0.0001731848758433173
Atad1,0.0582990284664545
Plb1,3.590026995806854e-05
Flnb,0.05664069305950988
Kmt2a,0.19688440753428751
Fam228a,0.0002117148091099012
Cux1,0.09324598277736294
Cd207,4.9981617079936264e-05
Eno2,0.0009115453834239757
Agl,0.011210158149305025
Mfsd4b5,0.000404873148395603
Card6,0.07215923074110522
Dnm1l,0.05967231094026173
Gpat4,0.034042456222427915
Ptdss1,0.056424713029176544
Khdrbs2,5.281687816441422e-05
Ms4a20,9.112814923729455e-05
Lad1,0.003733866460024147
Xlr,0.0024721467106007876
Akap17b,0.007824317492504422
Gm49450,0.0011786186143645262
Nsd3,0.4026971821898738
Prf1,0.06149778941196264
Klhl2,0.038535805822015996
Tmem178b,8.816466140078941e-05
Tulp3,0.005551749267223868
Sox30,0.00016746437986785243
Ccdc152,0.0005688754857553916
Hpca,1.8126982907178912e-05
4933412E24Rik,6.007387507786693e-06
Gtf2h1,0.0492120349035724
Leo1,0.03717806857675018
Acin1,0.3163956262622221
Zfp551,0.0019739925231807842
Garem1,0.00016012024337812885
Sacs,0.03562638260283468
Ccr6,0.015152195395532786
Ccdc68,2.9822029179569087e-05
Sytl2,0.060095529007415965
Irf9,0.10928716735857028
Eml1,0.0014593926851573366
Arhgef37,4.146723843598644e-05
Gm49776,0.000606556664301782
Nrf1,0.08194557990684115
C2cd2l,0.015207053076736142
Nme9,0.00014805063412629078
Tenm4,0.0015050438392328863
Radil,4.3079306811613013e-05
Ces3b,3.6248189015554413e-06
Jund,0.9376713915855432
Rnf141,0.013057853104743057
Dlg1,0.10199223222105232
Pde4dip,0.03935802456750779
Slc39a9,0.022693389510916883
Hnrnpm,0.21077290814690325
Stx12,0.040044512858201396
Slc15a3,0.005126709025686266
Plekhg3,0.013109291395782617
Chsy1,0.08602165309103905
Sidt1,0.18696406890099598
Far2,0.0011551703720779482
Kynu,0.00029001452168868477
Sema3d,0.0003107284978101927
2610021A01Rik,0.021710116071896605
Pparg,0.001688312614351299
Tppp3,0.0023990321341656553
Tex29,9.652078578973115e-05
Tmem164,0.06971655403687181
Nipal3,0.03997463563045598
Mtmr2,0.04451695494495797
Plpp6,0.022442811621890543
Mgat1,0.046922381217370246
Ccdc87,0.00017095541980719297
Lfng,0.19115075664123332
Jmjd4,0.010009447578266306
Mmd2,1.7861098339383658e-05
Htr2a,0.0001264786297739606
Recql5,0.011967608719534124
Shc4,0.0014157553560318092
Slfn8,0.09426444336389692
Ccdc82,0.0840661679668052
Cx3cr1,0.026932976819400312
Zfp78,0.003280760930518118
Sorbs3,0.0014581444544452381
Hilpda,0.08271086483314957
Gm21173,1.4487273585806361e-06
Ano10,0.027347061572901316
Snx33,0.006824740515254599
Usp47,0.09928050105678973
Dclk3,1.1034422360779388e-05
Meltf,6.197562030655207e-05
Gpat3,0.004637011146210143
Spata19,1.1325359440773609e-05
Cnn3,0.022078652301696786
H1f2,0.10000299552616297
Shoc2,0.09007626729764798
Ankrd61,0.000617980954223952
Myo5c,0.00047406098572966
Tmem38b,0.02279539028663641
Rexo4,0.054268883454949686
Dcaf10,0.0357310023542867
Atp10d,0.11021732813008321
Olr1,9.020741612949618e-05
Zhx2,0.0714670353427153
Dusp2,0.22147346656543263
Ctsj,8.222383654074574e-06
Sox11,7.698093483768506e-06
Bicc1,8.201934051380815e-05
H4c8,0.013832704730039337
Incenp,0.03744393357761597
Pik3r3,0.002085791355568028
Cemip,0.00012425827619601975
Lipe,0.011282318486250784
Xkr8,0.006462642488735406
Mslnl,2.96168043788802e-05
Muc6,0.0014299091213202891
Gemin5,0.03749167425281031
Camk4,0.3024724519911764
Nsg2,0.18457511768122942
Abcd1,0.0269456294784292
Gbp5,0.03162972442844346
Defa39,0.00011265245248618312
Zfp62,0.058994330393410045
Pirb,0.00035663438544369306
Wnt11,0.002706043204989509
Paqr7,0.03707374880234758
Lrrtm4,0.00011916144440049268
Gsta4,0.003898778031399409
Rfxank,0.02615573948834192
Samd8,0.028430640515058926
Lrguk,4.6409111891611233e-05
Zfp369,0.022609542376046805
9430015G10Rik,0.015185432753193015
Prap1,0.0008412021316294631
Gm45837,0.00118259557049023
Kcnh5,0.00037918238364953336
Klhl28,0.033266293640624854
Swap70,0.04659434624937004
Trim47,0.0022769167687961282
Adam4,0.0004959898674044667
Zfp951,0.015341638968642646
Chst8,5.6781881079228095e-05
Stk11ip,0.015155743743070464
Naa60,0.030306158727660473
C2cd2,0.017752705472220753
Dock5,0.04366671193962604
Zfp872,1.2282713802798145e-05
Naa16,0.05901962964664125
Zp3r,0.00015225200598186194
Tmem140,0.016763261226771343
Elp1,0.04275483929858805
Lrrc7,9.138540901401887e-05
Vps41,0.07780305124075099
Echdc2,0.0033770263027867167
Pdlim3,1.4761502234666119e-05
Cd226,0.18082839124893835
Rac3,0.0015545352498622276
Ddx17,0.1409280352084753
1700024B05Rik,5.9333548642432445e-06
Spib,0.00046556413231131573
Pkn3,0.0004994112230458526
mt-Nd6,0.05384024709949064
Tnfrsf8,0.0033749492979538533
Pld1,0.0024483241082317387
Cdk11b,0.20009738390180323
Gk,0.00940595628373931
Smad4,0.11537194624679979
Nr6a1,0.00743406002124047
Myo9b,0.10806180959798732
Vgll4,0.18312370629896332
Zfp871,0.09129638830182754
Cenpu,0.0055637003799792
Dbt,0.01437880832076054
Atp11a,0.017229751005019854
Smim18,0.00019800457820580533
Tfdp2,0.03844817943181425
Gh,1.5212395948468853e-05
Ikzf2,0.2760683978341959
Plxdc1,0.00823325234961461
Tep1,0.02645551978391978
Kansl3,0.0440045124477358
Fam219b,0.021200437815314704
Phf23,0.06845022013457978
Msln,1.8135641497808336e-05
Cfp,0.0027692887621663855
Meis2,5.885084625799414e-05
2210408I21Rik,0.006814323182278805
Jph2,4.254053099097576e-05
Herc2,0.13144013099503882
Vwa5a,0.012863445470040834
Ptpn6,0.28049751650284055
Nlrp3,0.0004198900612148555
Sgsm1,2.8904476377994062e-05
Oxtr,5.201355489452147e-06
Inppl1,0.006018823382962847
Thrb,0.004065247685254939
Pced1a,0.01728502246235772
Fmo2,2.9677146506004205e-05
Pgam2,0.0004030858850175575
Otogl,0.0001960408965982548
Cd300ld,0.0001293552544308527
Klhl18,0.025736371173549773
Tpd52,0.04034326419074277
Pcnx2,0.0004922715753434662
Npcd,0.00033049610114578
Slc7a13,4.542076375211865e-05
Pag1,0.2032760618257683
Bphl,0.02390588171035193
Ctnnd1,0.00035286815465267575
Aldh5a1,0.0032107328815319694
Pik3cb,0.02502719408855412
Gm21586,1.5099514674980388e-06
Fam180a,4.739472495546191e-06
Nrxn2,0.0002696117509506034
Sorcs2,0.011213747155514507
Samd4,0.000903236887096667
Itsn2,0.22995419759690086
Akt3,0.08368671228487118
Rnf145,0.10196122181090718
Ubap2l,0.17803111643514175
Gtf2h2,0.03901544199903827
Tnk2,0.03643823505912129
Pid1,0.002371233411671062
Sccpdh,0.007372659229313516
Zyg11a,4.9089742162724076e-05
Abtb2,0.10674557271831858
Tmem154,0.06325628071226057
Prxl2c,0.05939000348603083
Elmod2,0.011047306929517992
Cnr1,1.8148131119529164e-05
Extl2,0.006015412552732173
Txnrd1,0.09310955107652925
Zdhhc1,0.0039022537071337488
Efr3a,0.17382917418116353
Pkd1l3,0.002880964188504072
Crlf3,0.3431058252801439
Fbln7,4.583057187827982e-05
Jak3,0.09805824347219615
Slc6a20a,8.887114141446215e-05
Abr,0.07978081167053272
Syne1,0.07724032117947942
Lcn10,6.770698579132516e-05
Ube2h,0.25256231644803523
Ghdc,0.00572167401024233
St8sia6,0.05138925667655776
Kir3dl1,0.0017072804210825688
Btaf1,0.07238628234316542
Rspo2,1.8749195353205637e-05
Dlst,0.07555389779071177
Kcnj16,0.0006845446040548467
Galnt13,9.131583537319792e-05
Klra9,0.008364459500334657
Gm49027,0.00013950922035565208
Il33,5.8268543560455955e-05
Cd1d2,0.001387632849261359
Gm21992,0.018897469192234114
Cep97,0.04808214233495676
Fgd6,0.008263965376583348
Frmpd4,0.0002445549387625616
Glrx,0.10867676150292696
Nckap1,0.015681125988110185
Ints3,0.039365190902470024
Hexb,1.0513328348703836
Fth1,1.5064878889552369
Ttll8,1.314487205490528e-05
Vps33a,0.03864921904563149
Tstd2,0.024465253239987644
Fam170a,1.5247153202838927e-06
Dnajb1,0.20643398064629032
Cd28,0.28584459451751043
Sil1,0.04022896102980218
Tbc1d22b,0.026122560775122334
Cluh,0.02162148317025591
Slc7a14,0.00022064958964332056
Hirip3,0.02392574224806761
Sik2,0.07159434469380793
Dact2,0.00021079303282198688
Gpr75,2.2183219398740357e-05
Synrg,0.11135696118742648
Ctsh,0.0020386953179043752
Plekho1,0.02238097192070201
Nexn,0.00041987019191653527
Lamb3,0.044046528201932646
Cpt1a,0.038274248879909684
Gab2,0.004639592087737907
Vill,0.0035572620278630294
Aagab,0.05837576459827022
Mrtfa,0.16261436185420897
Tnfrsf14,0.01711160676948446
Oas1g,9.381001233783106e-05
Igfals,0.00049166069391224
Crtap,0.025986985504925075
Slc7a4,0.0004157424267198315
Arrdc3,0.021054447531797485
Zdbf2,0.0006987932410532822
Prag1,0.0648572528060113
Gab3,0.05785699093579991
Bcl2l13,0.03956858646372678
Tnfsf10,0.05554058012729142
Tmem202,0.001019967091812978
Scap,0.03259565139665923
Mylk4,8.59189923475789e-05
Dgcr8,0.031053592995887305
Retreg3,0.0931201441535677
Zfp408,0.026733883622216282
Ubxn10,1.6219868464795824e-05
Serpinb9b,0.0010221478360461485
Fbxw11,0.059214427008103816
4930563E22Rik,0.0022432028066666277
Jakmip1,0.13715113203236398
Avpi1,0.02498084776819329
Brsk1,7.175666893702828e-05
Mob3b,0.028974938071018346
Bcap29,0.07586137670862655
Apc,0.10247925462082642
Sirpb1a,9.046755686332725e-05
Pex5l,1.598663460721488e-05
Gpatch8,0.14225859116101902
Sp100,0.48582240252762593
Igf2bp3,0.01073723823362608
Tmem184b,0.0314947972220183
Faim2,1.6487820906979068e-05
Socs5,0.017439438503373626
Cul4a,0.04088110171018294
Smg8,0.02050571695380479
Zc2hc1c,0.0011717357312780133
Cdk6,0.06982017028200682
Cdyl,0.049642820981245665
Sec22c,0.018534408225116535
Galnt14,0.0006865730593749782
Pttg1ip,0.07053967605563792
Cpe,0.002801204338925784
Cspg5,0.000468000455915867
Cfap53,0.001188932733529695
Asb14,0.0010443476156604123
Hectd4,0.057633134875722865
Tet2,0.054356128373949854
Rap1gap2,0.017429059395983597
Rps6ka3,0.14971745997415922
Ccna2,0.015082371021409609
Il11ra1,0.005893925491065967
Cngb3,5.982834858499513e-05
Ndufaf2,0.03097667310559714
Anxa10,1.979803428036401e-05
Gpr82,8.972460389941932e-05
Mterf2,0.015047675590674154
Ifitm3,0.0246204333199029
Cables1,0.06014591582867684
Abcf3,0.04951944457269729
Batf3,0.006274160690729911
Zfp975,0.003845362194140934
Hrnr,2.8831772770236337e-06
Zmat4,0.010769008059926855
Polr3e,0.036336498750596
Zfp493,0.002182913952131244
Ankrd6,0.006227344974706994
Sgca,9.840244855579813e-06
Hmgn2,0.2410396450173807
Ly6d,0.004364231014912518
Slc24a3,0.005760959022509722
Zbtb14,0.016337056171682143
Tepsin,0.012337898240197223
Nectin1,0.0009932183105858525
Tlr13,8.129676232868422e-05
Srgap3,0.02350507953243752
Kcnh4,0.0005615820160517479
Pnck,0.0007552827589771587
Iqcb1,0.013925474087140352
Ackr3,0.0005422562171708815
Oxr1,0.09977987092689596
Zkscan6,0.02976598571958051
Tubb4b,0.25767308905532915
Paip2b,0.030897635332599437
mt-Nd5,0.46004239265133123
Tmem161b,0.02994683410319983
Stc2,0.002127974158536947
Arhgap39,0.045114103608573354
Ttc13,0.05316187916226151
Cdc37l1,0.08345685887019715
Cdc42se2,0.25274260909506585
Mfsd8,0.01699577262656831
Mapk4,8.623981150056241e-05
Slc47a2,0.00010730207277845607
Myh9,0.9209437631336482
Hbegf,0.0028740641290637753
Dync2h1,0.026479708157596624
Fcrla,0.000461550661107736
Dctn1,0.06560930019100576
Sort1,0.00030803525589246397
Fgfr3,9.177222745199485e-05
Cadm1,0.0004890183618382152
Klf8,0.004423708442072706
BC016579,5.7920143635400165e-05
Cog1,0.03915967636322044
Vmn2r95,0.00018993301546808052
Impdh1,0.07835971551784476
Ube2v2,0.034833732635054196
L3mbtl3,0.07841052574327809
Treml1,2.5495260937323722e-05
Ccdc33,2.4230987653121447e-05
Rdh9,1.8626549311071806e-05
Grhl1,0.004080837362373619
Cop1,0.05699033275163066
Gnrhr,1.9251289178469042e-05
Myo3a,6.316024527353648e-05
Ctc1,0.013912348518900039
Mok,0.00021211115878141384
Wdr6,0.036284059966016025
Vsx1,2.519718618918102e-06
Selp,0.0009919430476891514
Zmym5,0.078163092050213
Atl3,0.09204680035242684
Gba2,0.02278151775921953
Tubgcp3,0.04084633690487911
Mypop,0.01088674207162734
Cdh2,4.1215119577450193e-05
Ube2w,0.05948741694542756
Tet1,0.017690119227864766
Esam,7.494203407407778e-05
Lrrtm3,1.7687338502748975e-05
Slc38a5,5.922713389417918e-06
Ghrh,3.8239204199418575e-05
Inpp1,0.07256279390185512
Ddx52,0.0773163360656532
Ccdc171,0.03250536178194047
Sgcz,0.00022802356489848904
Gp5,0.0001024134855060658
Thoc5,0.0423321940246593
Depdc5,0.031927745613470455
Ccnt2,0.07509970300172457
Tram2,0.009522385070824141
Gm45844,0.0013950861409245407
Nup93,0.029407408570319295
Adgrg7,4.979083541531116e-05
Arid4a,0.2123527742241863
Hus1b,0.0002908317131755646
Als2cl,0.06961256796191323
Zfp983,0.020693181020278638
Mtrf1,0.005512532724591622
Xpnpep3,0.017133341594080864
Il1r2,0.011359294187983551
Pdzd9,0.0007982869451763336
Zfhx2,0.02215914873533624
Rad54l2,0.04066394780732822
Frmpd1,3.481820874344688e-05
Ucn,2.269613128892621e-06
Hnrnpul2,0.2187964696580959
Prkch,0.5793730897163368
Nebl,0.03466940872551444
Lipc,0.00012977368644511873
Chst15,0.0071902530236417645
Tbc1d32,0.006613309032870661
Marveld1,0.017671904664842013
Isg20,0.07457399450842735
Osbpl8,0.13747591592253686
Fchsd2,0.12041845010454705
Nags,1.5214355592723981e-05
Vmn1r72,5.973193886782337e-06
Kcnd3,4.379560170024397e-05
Slc38a6,0.01630050447436897
Mcm3,0.06290126691998875
Ccl3,0.03335803697487073
Adamts17,0.0018275100183015364
Ccnd3,0.478470676530371
Gm28036,0.00012784169317768527
Ip6k2,0.03756315927890017
Upf2,0.07474578134700949
Vps37a,0.05694351985609256
Ptprb,7.691294508831507e-05
Megf8,0.0002574397077231851
Ppp3ca,0.16261456712997557
Ksr2,0.0070718268303747315
Zfp760,0.005980512098001899
Gdpd5,0.010312739237965645
Gid4,0.04222435080119913
Trub1,0.019806487859398123
Ddit4,0.19521098614497417
Spag16,0.00036274004538252604
Prss33,1.6110144397786615e-05
A930007A09Rik,0.0008671777951139727
Spry1,0.013521098858846614
Tollip,0.026346168823519766
Crybb3,0.0005795854086221434
Fkbp15,0.06000415359676182
Mcpt8,6.598726660122253e-05
Ergic1,0.05154992317458019
Arhgap35,0.023335575871024875
Gm28035,0.00038853300468680806
Ly75,0.08575559841645797
Apaf1,0.03647852541426022
Epm2aip1,0.021761073254455643
Ttll3,0.011661642645373893
Ldlrad3,0.0031030512240978994
Zfp609,0.02665630488964602
Zmat1,0.014711318079380548
Irf7,0.15108060663045822
Elac1,0.011717026661469275
Ankrd27,0.025830917496356107
Pax9,0.00014048070155120998
Prss29,9.59353411737436e-06
Ap3m2,0.03141598816549997
Pagr1a,0.0007868391853044417
Scg2,2.6990974651612687e-05
Gucy2c,0.0021581884654935787
Slamf1,0.057467180015028776
Casp16,0.0002532966665487044
Tek,0.007646757221015534
Kiss1r,0.0007169433238967996
Myo1f,0.13475254308813606
Rnls,0.005269324575070726
Fgf16,0.0008559004756291239
Ror1,0.0001954230223332776
Slc35a5,0.025689107787342385
Adrb1,0.01462589214662835
Mcur1,0.04375205290507197
Hddc2,0.05130548043638281
Zbtb21,0.015820310233069144
Gm3558,0.0002776125205302814
Rest,0.08099091347629957
Zfp451,0.05355108579723258
Csn3,0.00032135177835550987
Mtmr12,0.07888475550944765
Cacng5,3.658434891426633e-05
Mef2b,0.007313750983272075
Crtc3,0.12732510259097377
Gucy2e,0.0001630724219031652
Vim,0.7035351041512052
Lrrn3,0.0008762348216163178
Fap,0.0007870982225821674
Ifih1,0.03844829565884303
Zfp236,0.0503335004968427
Zmat3,0.017515520830499336
Heatr3,0.03559220002203462
Hdac9,0.02465643533375598
Catsperg1,0.00035025540053170123
Mblac2,0.030890105492603546
Hspa12a,0.0014084418944781533
Alkbh2,0.02265555019469063
Fem1a,0.02151646334128981
Nhej1,0.0030234216533789222
Nabp1,0.08286903734867364
Traf3ip1,0.014931470090837222
Atp4a,2.4997719075680837e-05
Ceacam15,6.754058969800753e-05
Mgll,0.001987314421650914
Rhbdf2,0.01548314617826185
Kmt2c,0.17206505900797436
Tent2,0.07529604126777852
Malt1,0.17446279233160442
Vmn2r97,0.016510665928286775
Ptbp2,0.048542310425103444
Pde6c,7.202380147279083e-05
Capn7,0.07399845075823046
Acp7,1.2428961525334612e-05
Mccc2,0.01526674786221418
Anxa2,0.22885855844448302
Nfatc2,0.08142357566750402
Map6d1,0.00019208340665765816
Ncbp1,0.0892369216620928
Hmgcr,0.07005553044594805
Bdnf,9.262145897160144e-06
Alg13,0.017206202269503076
Aox2,0.00045420081556453803
Cxcr3,0.13637817653804435
Fbxo15,0.0002240916723020014
Slc20a2,0.029175448126778785
Brd8,0.08031468498947829
Tmc6,0.08606468884009585
Ube2o,0.023445957711960997
Cldn11,5.014414454553647e-05
Pakap,1.3509098987841125e-05
Fer1l4,4.439109598373815e-05
Vdr,0.002383840882093368
Ifnl3,1.6333783752402098e-06
Egflam,3.560480635371514e-05
Crip1,0.9662287572393073
Mup5,1.7884480342386186e-06
Klrc3,0.0015147542404525313
Pcsk4,0.009490207164790595
Naalad2,0.00029540623277074236
Klf4,0.02845573343202324
Xndc1,0.009855369262103288
Il20rb,0.005651071908230403
Veph1,5.052669978798393e-05
Fam163b,0.00010498436889059928
Arhgap28,9.255619595427974e-05
Limch1,0.00012912507374738755
Gm49361,0.0016921053199094617
Gstm6,2.0683075300204838e-05
Shank2,0.00044015718254333146
1700028K03Rik,0.0002567936367246285
Irak4,0.047426973047023833
Tex2,0.08555412847482975
Dcbld2,0.002864252016699608
Spaca5,2.3444128793784873e-05
Rgp1,0.017000777882257994
Sh3gl3,0.004199634422427548
Gm49387,2.0710413214088655e-05
Fga,8.236799775233111e-06
Dner,0.00015724528549972814
4930579F01Rik,4.439154752041688e-05
Oga,0.1552914061421174
D430019H16Rik,0.0008791286342833428
Wnk4,0.0002704820798726585
Ssh1,0.03230946733644423
Plekhm3,0.020510539098010597
Ccl21a,6.543731228261698e-06
Crocc,0.004440672498245618
Pdc,4.431923848886012e-06
Chdh,0.0022221901995698188
Zfp423,0.000200910586593415
Eif2ak2,0.0417039108550498
Polr1b,0.01733048033285495
D430041D05Rik,0.00020694990567893506
Eno4,4.678185739224728e-05
Prrg4,0.004354368067192775
LTO1,0.02427763841706896
Faap24,0.020486091220194888
Tmem126b,0.029052139975210788
Snx13,0.03931426497856241
4921536K21Rik,0.0002352864753188482
Cers1,2.9003987143718933e-05
H2-Q10,0.007251722569807978
Nptn,0.15875866894813148
Map3k9,0.002301838900827154
Pias1,0.14419459661911727
Tmem50b,0.032758897346932096
Zfp442,0.005244450720184642
Cfh,0.00010194606643671332
Naaladl1,8.238092345607054e-05
Cacng1,1.1082219187671465e-05
Tubgcp2,0.03763082792337922
Gipc3,0.00035777216209072877
Stpg3,1.1980558279924257e-05
4930503B20Rik,1.5716674738119615e-05
Neurl4,0.01701686236145499
Zmym4,0.05685557767819967
Rasl10b,1.5122232484611567e-05
Acap2,0.1324799007226645
Drd3,5.2231212644486406e-05
Bend7,0.0036529063891376336
Sec14l3,9.15251434045422e-06
Il6st,0.1359736671260231
Ier2,0.4253623314684862
Nln,0.028808946872141094
Zc3h12a,0.07609739327410107
Ddi2,0.04501588290885086
Epb41l4b,0.00011260982577027335
Lrrk1,0.041985293025334575
2310022B05Rik,0.00910448757268162
Gm49356,0.007500112119393728
Nr2c2,0.09016688961086713
Aig1,0.06214557008904573
H2bc11,0.012527360299037334
Wnt16,0.0001859671999242621
Vav1,0.14056442124049168
F11r,0.0003592688260177439
Arid2,0.07341632646604745
Nipal1,0.01721128789536184
Erbb2,0.00017139977562209336
Tbc1d25,0.014378830299551509
Per1,0.08882773968336789
Dcun1d2,0.02052841067223975
Ppp3cc,0.15706835746175069
Rnf149,0.0663628515636723
Osbpl2,0.0330135147989522
Pde3b,0.2751171260021783
Slc40a1,0.0007729447335085426
Psen1,0.07747387817400694
Plpp3,0.0007270103637731363
Gabrg3,0.00010434755602863693
Tafa2,3.146451881810389e-05
Gm826,7.532069695996017e-06
Rpl37a,2.296758891055182
Krt8,0.0005646652573411404
Dusp7,0.036261299496413775
Urad,5.527038259315819e-06
Ctla2a,0.09492822932021135
Rictor,0.10909751329314313
Ifngr2,0.06750539384985797
Rftn2,0.0072427880754783154
Axdnd1,0.0007480851371640686
Znrf3,0.08731652958074777
Rnf103,0.03626473992512321
Mccc1,0.016234862222056785
Ankdd1a,0.0001913629503980614
Zfp974,0.005914366539451949
Pde11a,0.01714284115808211
Ern1,0.053919562856743354
Pim2,0.0958355880139204
Ppt1,0.05290464229104745
Ctdspl2,0.07674319500042939
Ndrg1,0.016291497916553387
Itga1,0.06253247597613526
Sostdc1,0.010698437389627441
Clec2i,0.09199006886081733
Oasl1,0.013439520041128401
Zfp691,0.004084121811447892
Fnbp4,0.1275288363729351
Grm1,4.9746686919264215e-05
Trip11,0.13464395524628683
Fndc1,1.9397089117543807e-05
Fstl4,0.0016978724675698466
Xlr4a,0.03012700105869093
Kbtbd8,0.003624955374366651
Pjvk,1.2169582927423523e-05
Kank4,7.452940398247879e-06
Lratd1,0.0008919333148462667
Serpina1b,0.00011558644422878997
