,mean_log_expr
Gadd45g,0.03789318241649281
Fcsk,0.006306942151348922
Sdr42e1,0.004529836961768917
Adgrl1,0.029439203076934175
Tanc2,0.014417894160683155
Tspan14,0.09797357054125122
Arhgef3,0.2054296201205273
Uso1,0.08434849117750867
Osbpl3,0.0945240478793091
Acbd5,0.081055744183184
Impg1,0.001437029556549998
Zfp820,0.0010141652841842421
Eomes,0.03202568071165962
Mdm1,0.008706789195489627
Fbxo24,0.0010012311317119903
Map4k1,0.10509964070411734
Pgghg,0.019728998380930226
Alg2,0.028935107867651022
Scn4b,3.970387534803632e-05
Cstf2,0.04804961513081256
Nrros,0.08239856841219836
Cd44,0.173755435214305
Dcaf17,0.04910384107279563
Dis3,0.030584905554189072
Ehbp1,0.006964545795809452
Fastkd1,0.024131425574264516
P2rx4,0.027039597455377474
Sntb1,0.20691303296641472
Pmepa1,0.12054543673956215
Ntng1,0.00021993492438439097
Abca3,0.03084539551978446
Gpr142,2.3296636761961683e-05
Nxf7,6.303396572922936e-05
Xpnpep2,0.0002446307081333714
Zfp280c,0.046974902483441494
Mmp24,0.00026156748876939983
Arf3,0.10533854084455012
Ptgds,5.03362865415027e-05
Stag3,0.00041831725820512945
Aldh2,0.01162945348038689
Tnfsf9,0.012524810057272403
Hsp90aa1,0.40492363817994864
Ramp3,0.0652931026597935
Ddx31,0.028157065460527108
Arid5b,0.18062637095664885
Rgs9,0.0069558120005992945
Gm3264,0.00016551938398821174
Mak,4.016544828297502e-05
Myot,4.7717562700974294e-05
Sdk1,0.00062079435969818
Apobec2,0.00962615896094936
Hepacam2,0.00012081831221509149
Tmem26,0.00026850032596872523
Mterf3,0.05303159969266885
Angpt2,0.0020523840096670952
Adap2,0.0002282027031245287
Spats1,0.0007765021968314309
Nr4a3,0.1113142028569125
Kcnab2,0.12951536779110284
Rgmb,0.014387591767190292
Grin2d,0.002385982603576901
Sorcs1,0.00027357437356451017
Zfp202,0.0026226385992947757
C1ql3,0.0008583064234840471
Elfn2,5.536984240796424e-05
Cul5,0.07965331054726878
Fbxo22,0.05355614607456131
Cyp4f13,0.03128776464979048
Naip1,1.8961100483626638e-05
Itpr1,0.11403200300137269
Bicd1,0.0028014772710799433
Igsf8,0.026097147197802
Adamts14,0.0038139789656185074
Tmem30c,0.000201531542616724
Ralgps2,0.07270249189202647
A4galt,3.5606247303874384e-05
Rgcc,0.19477659474999245
Gmfb,0.06267037337183419
Yipf6,0.03270085204465744
Htt,0.0520265710602663
Diaph3,0.019920375414227805
Kctd21,0.00232118513445891
Taf5,0.029030035704691856
Tgfb1,0.2311682511593902
Chst4,5.820354678454194e-06
Gm10406,0.0003519993959149109
Tmed7,0.0821443241041006
Mylip,0.0670646512823166
Otud6b,0.023900146895352657
Nktr,0.203953215667806
Gm2663,0.0005896813738872048
S100pbp,0.040199247680893745
Klhl20,0.03991035868775175
Adamtsl1,0.0001294017771760215
Zfp831,0.0683928376605706
Il23r,0.01627379677051489
Gla,0.012318307641004198
Dcaf8,0.11175381662132612
Rtp3,0.00016260886088408346
2610028H24Rik,4.7520303096846564e-05
Tyw3,0.006494217164856199
Ddx23,0.10347303560367642
Mars2,0.01271061630494164
Gcn1,0.05936790249649847
Cenpp,0.009003336482691394
Fam20a,0.006925239919210269
Cpeb3,0.0027191227407804713
Plxna1,0.0025283328380110034
Grpel2,0.02444947680491846
Trappc9,0.08244850204648269
Elac2,0.032274622956420564
Otx1,7.251637749243412e-05
Strn,0.05299208970084835
Tas1r1,0.0002516864983912465
Tex21,2.9213105132090513e-05
Oprl1,4.0947502971349675e-05
Car2,0.08129579735520967
Tbc1d8b,0.020058613436169024
Mre11a,0.03863248232191214
Xylt2,0.03103380976853034
Fgl2,0.10608073455756777
Dnm3,0.0064242094492295045
Glb1l2,1.3543784849115437e-05
Lmbr1,0.006953892733811339
Cd3g,1.2131704498001896
Art3,0.004053867354221426
Cdyl2,0.07257436861028801
Trit1,0.026380987102335506
Lrrc75b,0.005624759918631403
Stat3,0.27657978996938315
Dscam,0.004288157978277757
Gfm1,0.034909475202036286
Ccdc125,0.02506310178718585
Kcnb1,0.0008260554919136636
Syt2,0.00013366150639460635
En1,6.157224633689494e-06
Asb7,0.01615184916161176
Mboat4,0.0011311875896646778
Slain2,0.092302174572084
Ky,0.0026357629132771673
Ankrd44,0.4389358140628952
Nudt4,0.0568452416751666
Ints8,0.059456909609755325
Qprt,0.006700039904079342
Padi3,0.00044465442807998357
Map2k5,0.07222421490424023
Rmc1,0.04993711914126484
Trex2,2.4483121746376653e-06
Vsx2,7.1861515907310435e-06
Tm6sf1,0.060551558013646894
Mcm9,0.055318872426912115
Bcor,0.08995554798094149
Gpcpd1,0.12548416872903345
Reep2,0.001353281400498702
Vps33b,0.0341005057638974
Arih2,0.08272069304688597
Thbs1,0.00042518675560785285
Begain,0.0010969915177835956
Ptprm,0.0011917276081822668
Fam169b,0.15278500253289884
Vps11,0.03763093855902728
H2ac4,0.010322550188424774
Lcorl,0.058867449423044234
Hltf,0.07207706634978958
Acot11,0.01253540392692876
B230307C23Rik,0.07019145507153933
Suox,0.025567784580390614
Ltn1,0.05919894672895494
Tagln,0.0006263710809855401
Tacr3,1.8319852865441757e-05
Itih5,0.027478064935685262
Hspa1b,0.06249331147185651
Phkb,0.04795309079270754
Fam222b,0.03440002481893246
F3,5.437438899164627e-05
Lhx8,4.468943806201455e-06
Defb42,1.1342302007076256e-05
Ifi209,0.14858928546148303
Carm1,0.029300021506543993
Phf12,0.10203412134569326
Slc30a7,0.059947719640250446
Rb1,0.09636050806241295
Tfb2m,0.03626844506661787
Ccdc150,0.0005150715237413286
Ints10,0.032962839935439664
Ltb4r1,0.019610801606302783
Ncam1,0.00040657697952721224
B3gnt5,0.014211503691071213
Ankrd16,0.0329804351513906
Il18bp,0.003921908641974424
Smim40-ps,2.520702936901643e-06
Zw10,0.033426617578462554
Wdr43,0.11327461834380138
Clps,0.00023200086096466217
Gstcd,0.026041850523083502
Cc2d1a,0.027161802962388716
Sh2b3,0.02174323178471545
Dennd2c,0.002704228725625754
Orm2,0.00039636194167720184
Bsx,5.236992982820022e-06
Mad2l1,0.019995610413783785
Scin,0.006939844075284445
Cherp,0.07956789215770753
Kcnk5,0.010217241697051335
Mtf2,0.07234628372566912
Spsb1,0.028430378612341062
Hs6st3,0.002318660851641109
Clcn5,0.011578507143220132
Ip6k3,1.2246313501416202e-05
Fgf13,0.12800018581412415
Cc2d2a,0.0012262563427369792
Mapk8,0.026112848441274737
Xntrpc,0.00026541430579772623
Deup1,0.00027920932544589613
Bcl7a,0.01705505570735943
Tbc1d5,0.09035681438525511
Nol4l,0.007039900392726467
Klrb1,0.0035557748922768234
Treml2,0.0669665301025001
Tut4,0.334538353172731
Hrh2,0.014272443786968996
Plp2,0.09449479088619242
Nop14,0.08247485358834179
Gm43302,0.0001408590305815885
Ush1c,5.072544310064489e-05
Zfp266,0.0639132516179379
Catsper3,0.00024334281681574977
Fam78a,0.15352829783049982
4930568D16Rik,7.0954383232638364e-06
Wdr45b,0.05375740634901345
Stxbp5,0.0720850308841814
Txndc16,0.02043924834388486
Cd4,0.17764591807955085
Baiap2l2,0.0011311320269965627
Slc7a1,0.058255471592926975
Vmn2r60,4.1318465733421596e-05
Shisa3,0.00010962828085125702
Ier5,0.1838453012242816
Dnase1,0.0006928427433469751
Mcmbp,0.10424134969357662
Pms1,0.024053742090972215
Fam24a,2.0914164632318855e-05
Hrg,4.373325735798012e-06
Topors,0.060585716897135294
Sema5a,6.532147706805526e-05
Pax3,1.5473587211864958e-05
Mroh3,9.856788669068787e-05
Fbxw7,0.038307407048529044
Prrx1,1.7920884129098886e-05
Tcaf2,1.7397906568520828e-05
Zfp335,0.04258133206026551
Srd5a1,0.0003814323993356684
Ak8,0.0011811714149224922
Vegfa,0.002875605377019728
Gzmb,0.3141559392407524
Rnf40,0.04859470904070244
Crtc1,0.015772585976569397
Zfp101,0.010065769980878273
Cad,0.029702908248529957
Selenoo,0.03725500641693102
Adi1,0.04696564661143819
Gm3696,0.00035815553777217323
Aim2,0.09550237454634847
Prx,0.0008181862785267358
Trak2,0.0531278352074143
Pnpt1,0.041386694742999705
Cep170,0.03231901205250573
Efcab12,0.00028420414978439683
Dnajb14,0.01906461790825322
Pcyt1a,0.023972330679227067
Wscd2,0.010650530750103958
Serpina1d,2.9407401035026447e-05
Chmp4c,0.0010973614140130812
Zfp319,0.015551784155872083
Ckb,0.07571728550537887
Sult2b1,0.029529831681594246
Terf2,0.04714573011383036
Dennd6b,0.012754095387335605
Nsd1,0.22678937390224652
Itgb4,0.0012221276040877012
Mrgpre,0.002742507841769456
Shpk,0.007990612341427814
Spin1,0.06829564539982756
Rbm34,0.03476572023629689
Notch4,0.0017495959180050147
Fbxl18,0.006053290070048788
Got1l1,1.561552326137058e-05
Pias2,0.05204842085573721
Rdh13,0.005336706888613959
Adam15,0.005780582351219942
Zmynd11,0.1495292162409909
Sec61a2,0.014427497749844599
Dsel,0.004197548001294904
Sectm1a,3.1242762431642604e-05
Sec14l1,0.03892128924637187
Rev1,0.040302076741880605
Snap91,9.800299163250078e-06
Taf1a,0.020045117318955887
Opn5,8.679865309749795e-06
Zfp128,0.0032735705172260415
Tulp4,0.06871484973061888
Trim11,0.05365329777215398
Klri1,0.006716796431964629
Lmna,0.06433028859442676
Tex28,6.782977317019298e-06
Prorp,0.013900508276532251
Ang4,4.508894344973057e-05
Tmem150c,5.564337779968028e-05
Zfp518a,0.028476676237696178
Plekha8,0.0037412807811031904
Slc25a12,0.10190739521981856
Dock11,0.2253731938995633
Gimap7,0.26544785113717856
Jam3,0.00030849639226795673
Tex38,4.662297196974275e-05
Msh3,0.0474167352492782
Ube4b,0.06063519077178142
Syde1,0.0031905801577152217
Smyd3,0.16601513393184764
Lrrc10b,6.728920015803783e-06
Akr1d1,3.7758294961107425e-05
B3gnt2,0.09215757198265201
Tmem86b,0.004365368469996198
Fcgr1,0.0002311544864944845
Stx18,0.043153461068816124
Gm12258,0.009849483182291927
Myrf,6.74178005452048e-05
Cystm1,0.0038477809658315886
Il13ra2,3.169729006635425e-06
Lnx1,0.0009151612252428609
Ptcra,0.00015436369274869784
Ropn1,1.6151984148432654e-05
Prl3b1,3.7634670267008995e-05
Pnliprp1,2.1836770431209805e-05
Rbmx,0.07826950922792386
Mmp10,0.0004569460217193742
Tspan2,0.004318486489862019
Hecw2,0.002030910336928307
Yes1,0.005027695398515715
Traf1,0.20540359297109576
Eif4enif1,0.047324947462971625
Sav1,0.0334801580483368
Faah,0.08900623713817776
Ndufaf5,0.028974077126284782
4933427D14Rik,0.0019973551195461734
Creb1,0.1533428886669331
Gtf2a1,0.027279048941266718
Tpcn1,0.03596789792756144
Tmem106b,0.05574438072571791
Phtf2,0.0386811286017337
Nup210l,0.0030327956772739488
Ikbke,0.09541551796100227
Ash2l,0.057596963702540784
Sugct,0.005997250030945936
Acsl3,0.012665279999772312
Def8,0.008821601425565824
H1f5,0.04635336889314136
Rbm43,0.04438169368811842
Nat2,0.021638393564126904
Pcdh15,0.00034479539334938064
B4galt6,0.00015418031327985618
Tjp2,0.014924981120908573
Prpf6,0.09423381979097767
Rapgef3,0.0008448939505144026
Pdia4,0.1271938108267777
Kap,0.0025037002672178964
Map3k12,0.009585727952093677
Ushbp1,7.603136447408931e-05
Ric8b,0.04158931581721498
Inip,0.040592760811699165
Ktn1,0.08857830995814146
Arpp21,0.0011726477303083012
Chchd10,0.06068599198453134
Cap2,0.005148017660534033
Cpne7,0.004590736851922199
Gabbr1,0.04597877629437643
Nox1,0.006274240418689899
Mlip,4.011941906924049e-05
Setd5,0.15477239502470946
H1f1,0.01445362530303853
Zdhhc6,0.043636083660026734
Teddm3,0.000549739493739243
Slc36a1,0.014015046162525155
Cfc1,1.9834135100149946e-05
Cep76,0.009691888305319087
Bnipl,0.0011666141807346693
Tex55,2.5904982374066777e-06
Lrmda,0.030451334192807364
Gm13288,1.1850695343819972e-05
Fem1b,0.02686785104680481
Zfp472,0.021465109744818935
Tuba1b,0.1838102487663953
Mtfr1,0.039279409953647364
Ccdc157,0.003013222514053428
Rpe,0.05000671695388685
Cul9,0.011591147945494415
Cep72,0.00556760893026082
Cxcl2,0.00539365101513328
Adam33,0.00040828850333157263
A630089N07Rik,0.028371917313638185
Parp16,0.013714244877935333
Patz1,0.03953771897143788
4930556J24Rik,0.005109379748188641
Relch,0.08278347386450437
Cand2,0.009889802774210425
Gfod1,0.033725300571861926
Pdss1,0.02156625220519462
Cmip,0.15439191308555603
Vmn2r85,4.0091144080273584e-05
Zfp710,0.022515968890966187
Ctnnd2,0.006766740462754992
Klhl4,0.002897231106781888
Rasgrp4,0.007063204338282658
Mitf,0.009342432973315625
Gpc5,0.0004961182860348235
Tank,0.11587392038808349
Gpr68,0.06186071491316587
Zfp113,0.01589888760939648
Akap9,0.15284267394645942
Hipk1,0.1317889476785521
Atg16l1,0.04919339865368735
Pou2f1,0.04769719317999783
Apbb2,0.006865871528210243
Hormad1,0.00010585619973865324
Noc4l,0.05180365000504584
Trim59,0.07776721533725768
Myo9a,0.04843664761306806
P3h1,0.004890191222468182
Ppard,0.02422307577521186
Irgq,0.00683829106055978
Nbeal2,0.05774840562423937
Heatr4,0.00018320265150480097
Plekhf2,0.03371601639486589
Sft2d3,0.026810112922615544
Bcan,2.511347714456663e-05
Itm2a,0.1001052309190111
Gm28778,0.00041736913401734703
Adcy2,4.115761844038057e-05
Hyal3,0.0002730678037919805
Hbs1l,0.07803266303698982
C1qtnf1,4.148750086371252e-05
Pim3,0.0623266791709417
Kcnc3,0.00033192534924937823
Nim1k,0.004068002335149825
Nr2f1,1.05897861435147e-05
Zbtb37,0.014741857348066404
Hpgds,0.014491844692303121
Sft2d2,0.053914661115851824
Ccdc78,0.00022985143877463343
Greb1l,0.0014638429076851624
Dock1,0.00013585222603248987
Tmem176b,0.05968821472145285
Morf4l2,0.09074308956007299
Plvap,0.00010600715818065957
Sptan1,0.17693948585296013
Rab30,0.0005036930945954952
Hsd17b11,0.03202793973579374
Arhgap33,0.0012387654719413803
Pvr,0.01851064785201664
Prkce,0.046959056322311794
Gpr52,0.0003200331439205293
Rbsn,0.017890581772428634
Krt77,2.2837003356685293e-05
Tbc1d9,0.0002495733802122243
Atp12a,3.8638171833602447e-05
Flvcr1,0.017740789445277825
Bahd1,0.022406726245019964
Bloc1s5,0.014469928590581542
Got1,0.0967395593367837
Pip4p2,0.03460798865136081
Wdr37,0.059754940101948206
Ccdc47,0.08441259621378515
H2ac10,0.0027376000881604466
Rffl,0.018714341426882903
Rbpms2,0.0035636472303454745
Commd10,0.055014175642731436
Dsg3,2.2554558123766256e-05
Vac14,0.04193512390141129
Xpo5,0.047953566817502985
Lsmem1,0.001099467050085427
Cpvl,2.9006267866270763e-05
Dcdc2c,1.7478056395557418e-05
Ermap,0.0001126416743874292
Slc25a42,0.011391464972619949
Tmprss11c,2.3725534173646025e-05
Grxcr1,1.205690576396268e-05
Aars2,0.0072602301348282635
Serinc2,0.0010130402573063505
Prpf4b,0.1921032435849381
Rad50,0.08692929515506095
Avpr2,0.001539614149703646
E130116L18Rik,0.0002188135422354101
Chst3,0.0004242707247777704
Spatc1l,7.130546691366424e-05
H2-Q5,0.06258198015973253
Rp1,5.47276619288083e-05
Rnase10,1.472699958083211e-06
Tg,0.019437943173226
Dlg3,0.006343641561720535
Ccr9,0.060954361894277304
Mindy1,0.016643871656993072
Senp5,0.0357714656762102
Deptor,0.0013631011297661818
Cbln3,4.3615769848347405e-05
Vmn2r96,0.0056321225711522885
Dkkl1,0.015548769255931945
Lonp1,0.045370173425339354
Casp8ap2,0.07763442208204775
Dph1,0.012568612932399277
Inpp5k,0.06891505281114886
Lrig1,0.046836771291756014
Ccn3,1.1029256957284107e-05
Wfikkn2,0.0022872693090384257
Pggt1b,0.05615729385126125
Wbp2nl,2.3438908420162883e-05
Man1a2,0.11651677463021681
Klk1b9,0.0010220598036807325
Fmn2,3.440101296784874e-05
Spn,0.15011649370011498
Rec114,0.0032894755509692707
Rcc2,0.10960415855055146
Usp12,0.05356887995097753
Mroh1,0.02440744217848914
Gm44596,4.4351634288865534e-05
Ehhadh,0.006602381574704417
Rem1,2.836309879986262e-05
Prrg1,0.025554211484827317
Rbm12b1,0.005066323295773176
Zfp955a,0.012662544436727662
Rabep1,0.09307463210129027
Lpxn,0.1883786960582455
Actn3,0.00012857600310303932
Plin5,8.743538361811204e-05
Abl2,0.04470647397809293
Ckmt2,0.00015703010948628251
Tfap2e,3.1999448766750075e-05
1110059E24Rik,0.030768902117505582
Thsd1,0.0010351186398456864
Il1rapl2,0.0002701276123931412
Cers3,7.161084330783935e-05
Alox8,0.0017368688316472696
Cdk18,4.9600551555550885e-05
Cd14,0.0005583280422543518
Polg,0.04315357614680238
Cib4,7.495327063076368e-06
Pkp3,0.17889600650431817
Dnah1,0.00010678432924092048
A930003A15Rik,6.141478207539817e-05
Gm20716,0.0010526939327701694
Pax5,0.0008830769108681492
Trp53inp1,0.10535260857422957
Fbxl20,0.0672206963343799
Atl1,0.004355391011200667
Kdm5c,0.0961980949324756
Zfp407,0.07894400975917976
Mtcp1,0.003244578925336427
Ric3,0.00016287028462528918
4930558K02Rik,0.0010446140860220427
Plxna2,0.00014998924143533996
Gm35549,0.0005205363935155419
Cp,0.0009974243307219399
Gm50388,8.668188353610812e-05
Fkbp5,0.06984252162352904
Zfp932,0.022989288286379795
Fgf2,0.0010339750626253332
Crmp1,0.01740002569938896
Slc13a4,8.015707009720003e-05
Mbd4,0.013301866717571808
Ecrg4,0.0002706197435946865
Mmgt1,0.010613580812769873
Map3k8,0.03425611750914524
Lpin1,0.04662443663315651
Cd164,0.18874098455054308
Prrt3,0.0003995148740952236
Padi4,0.0036843133971801076
Iqcf4,1.369200956287644e-05
Gcgr,3.4914079272578214e-06
Smg6,0.1577878079398725
Cnot4,0.16895100594327836
B4galnt2,0.004041010183130529
Hsf1,0.08107342631695048
Igf1r,0.042253428569116146
Hibadh,0.08955494287162426
Neb,0.013640171441377129
Prl,1.6243624808198033e-06
Zg16,0.004578137065807919
Rnasel,0.04991304495015865
Nxpe3,0.08571177535919315
Crim1,0.07374526885687842
4921524L21Rik,7.73920339960673e-06
Gtf3c3,0.025363873199626748
Ammecr1,0.025197713548178752
Rps8,1.9689867757905801
Auh,0.07769359728897421
Pdcd2l,0.040989409320219425
Ltbp1,0.00017561767881286915
Npc1l1,5.121735250885768e-05
Phf3,0.19441232966795358
Myh11,0.00021329612955513607
Zcchc4,0.016396839522533815
Carmil1,0.002310813383817641
Epb41,0.185917806095429
Zfp960,6.179202026352295e-05
Amn1,0.03130086728819829
Camkk2,0.025713887664327178
Kdsr,0.03906057443782617
Dnah5,3.2954380340418086e-05
Rmnd1,0.026712668882854257
Dapp1,0.07584707509877031
Tnfsf14,0.020042706611647813
Orc3,0.05646664546643128
Klrc1,0.08182929009493886
Bpgm,0.027310992865303824
Mfn2,0.025270129183941458
Pitpnm3,9.016978472063559e-06
Ctsl,0.028578686646156766
Enah,0.00034522830774759655
Insyn2a,4.89503200171941e-06
Taf1,0.06290082682298219
Cldn15,0.00013786363610734107
A3galt2,0.0008474295506853214
Thsd7b,0.001251928918376034
Dnajb6,0.1653579288683621
Il5,0.0009296095337722019
Rragd,0.005008308364008258
Lmbrd1,0.07932861005985
Gng12,0.023163980903215777
Mllt11,0.024745127862695535
Gm5893,0.00019458992757099595
Txlnb,0.0017320950526633712
Ocm,0.00015607558868300174
Pum3,0.07424297912335735
Abca14,2.2278111044696434e-05
Camk2d,0.17157994335415352
Fam110c,0.00034947059091929716
Slc17a5,0.021728850479972868
Pex3,0.02797703077699959
Cyp4a30b,4.290265920277824e-06
Med12l,0.009134924479018017
Cep63,0.03931154748068771
Abca4,2.8261786044351546e-05
Chad,0.002854715842151815
Tnfsf13b,0.0028281579619651143
Trim65,0.033050945746103094
Chl1,0.0027319766938699373
Gm3642,1.51905449874899e-06
Mn1,0.0001565403300828121
9130008F23Rik,0.0007254487099873233
Srbd1,0.044750475792069457
Senp2,0.1041510716435392
Nol11,0.07124147463782816
C3ar1,0.0002585451603844247
Il12rb2,0.08176578430973822
Defa22,0.00017663820337955559
Tnni3k,0.00013066130846930383
Rrn3,0.034818023757966145
Socs2,0.027841507800975364
Kcnu1,0.00013949339511753312
Ccdc184,0.0010487115306312233
Map3k1,0.11571594747581822
Heatr5a,0.039077027900183435
Ctbp1,0.23638594421837256
Brpf1,0.04703461238541921
Pdlim4,0.04125732190644611
Ap2a1,0.050332304529127854
Cyb5d2,0.010225951714728438
Zfp825,0.009299889481940013
Ccdc175,0.0003077345909003218
Fosb,0.06896668831579403
Gm9758,1.4417604094758211e-06
Ppp1r1c,3.0407127253151005e-05
Vps45,0.02337609362315575
Lix1,0.0004106984267658075
Zbtb46,0.002740813402687079
Ahcyl1,0.058014801916212944
Tbc1d1,0.17138001294870747
Ecm1,0.03357400271940121
Ccbe1,5.21695895929178e-05
Slc14a1,0.05591584019307702
Slc34a2,1.3681668758930583e-05
Rep15,0.00019247635902459347
Sos1,0.05230884933544782
Arfgef2,0.04270590389171624
Adgrf2,7.20104746777398e-05
Gngt1,2.332541675836857e-05
Zfp936,2.7032428144550854e-05
Cfap221,1.6718269639667102e-05
Rgs9bp,0.00015252998858315164
Slc25a18,0.0006430239521356405
Cldn5,0.00012983115151084354
Uggt2,0.0017996046868397656
Nxn,0.02910095611609905
Lgals3,0.1538064384509414
Map2k4,0.09219220455368698
Pla2g7,0.00044267897974240413
H2-Q6,0.2649263196670982
Abcg1,0.06618160004039882
Mipol1,0.02904488360007063
Slc16a5,0.02050299271492974
Ly6a,0.4324025060635709
Akap11,0.052574134949315426
Spag9,0.12576648234352292
Dclk1,0.0006736118579483992
Xkrx,0.002150938622841955
Prkcsh,0.08403961630559381
Pde7b,0.004923101046817499
H2-Ea,0.00014858308358401027
Lrp8,0.006404098963606397
Snapc4,0.019649703089007944
Cma1,0.00042227359447946444
Tmem62,0.02329094550095206
Sh2d1a,0.1849351006908296
Vhl,0.021675444991518657
Gan,0.015180326753133062
Calcrl,0.04108346951394987
Lrrc51,0.0035633278365373587
1700025G04Rik,0.06673926443203675
Prkaa1,0.03597450909056328
Cd160,0.16353925498187946
Tvp23a,0.001984579737212707
A930018P22Rik,1.564537036274798e-05
Fbxo3,0.050556970972001895
Pank4,0.02230627609874419
Apoh,0.0005065286901828447
Col26a1,4.2732618337741087e-05
Slc28a2,0.11614365165007409
Nr3c2,0.005327640819935181
Cysltr2,0.022748137272586386
Sh3bgrl2,0.003358194116456301
Jade2,0.05971563546785343
Zkscan1,0.04234325551684186
Mctp2,0.10633595343319246
Rps24,2.448174175405955
Pafah2,0.0015777636096555108
Rbm46,4.116843022027284e-06
Mtmr9,0.030029166155681533
Wdr5,0.03826063957942879
Tigd4,5.201950391193978e-06
Cnnm2,0.020682464037528325
Chat,2.5175062041951438e-06
Atp6v1c2,4.9318226393659866e-05
Rbpms,0.02148755754969418
Ints11,0.07527516112311147
AI597479,0.010915188673021861
Phldb2,0.001410479215542799
Ubqln4,0.028042423291232542
Rassf2,0.09853253564279467
Ccdc191,0.024027762348958228
Sult1a1,0.0006899540141713799
Zfp456,0.0037517642517204265
Hif1an,0.03385016021870001
2410137M14Rik,9.671006692187805e-06
Arl14ep,0.028344281790769966
Arhgap24,0.0016826892587725277
Kncn,2.2987490076463672e-05
Mageb18,6.50270938614858e-05
Pak1,0.010421949798192956
Ddhd1,0.04439054890748653
Tnks,0.059222792714415835
Gnai1,0.00012340411209747293
Ascc3,0.16906652916858275
Rnf19b,0.05111318437800245
Lepr,5.763383331844516e-05
Gucy1b1,0.0019839254495383567
Zfp618,0.00013053410363708076
Slc35f3,0.0014753128366741663
Fate1,4.020001009665087e-06
Mlxip,0.05955688938287499
Dgkh,0.030694334535221815
Ryr3,0.0029835319909235812
Iqcf5,2.728596916558495e-06
Thap12,0.05459708566704483
Thbs3,0.000687828133267208
Myl3,6.636492680171524e-05
Mxi1,0.05113642734773341
Rspo3,1.1137004127110512e-05
Ifit3b,0.011324539972673386
Zfp839,0.0057751471259238725
Rttn,0.018119570249023612
F10,7.331390243636043e-05
Egf,0.0022499433391807546
Grk3,0.003801522540002252
Dnah7a,0.0010490419578209989
Sbp,3.0575523940688435e-06
Pdpk1,0.08362760463947187
Plek,0.04878362074607016
Mthfd1l,0.05868567681088861
Msl1,0.07579503770035408
Kctd12,0.029196601798513282
Gphn,0.7121971987305917
Ifi205,0.0001495198188275501
Slc25a15,0.00472005667103095
Pgbd1,0.0006778286926232427
Ralgds,0.012992256563276112
Sipa1l2,0.020369293178162908
Ubtf,0.14293215509283996
Fbxo41,0.00012476541624482695
Crisp2,1.9774445482060014e-05
Tekt5,0.00011938727866974319
Lmln,0.0015651708272045601
Aqr,0.08227635310172328
Lrrd1,0.0006952782873194919
Gm3005,1.79317540403731e-05
Fsd2,0.005320524278985822
Supv3l1,0.024191580464462386
Vps4a,0.06357592815505224
Ly6f,3.4497891054416817e-06
Dynlrb2,0.0001336673948860558
Ankrd42,0.0003662145268969822
Washc5,0.03127175435474587
Cabin1,0.11816900991487012
Tenm1,0.0005767528414791723
Gfra2,0.00018294111214131373
Siae,0.014281880120672278
Ngly1,0.1000773042998831
Pard3b,0.0014326754085868718
Ndel1,0.08126920045863117
Vps13d,0.0820286452920785
Srek1,0.10786948181982217
Ext1,0.08469402884095335
Smad1,0.02639051142288264
Nek10,0.0005589054145663387
Gucy2f,7.029727594921603e-06
Dab1,0.00024907401876632276
Asic3,0.0001411519320234069
Slc1a4,0.0011553302245125528
Prom1,8.156624078099007e-05
Trim46,0.0047678789764054276
Cryab,0.00027308961891863077
Enpp3,0.00028674854911791637
Treml4,0.0001315082395283525
Tdg,0.03993636264687098
Selenop,0.17201529390925335
Camkk1,0.0045941326977772395
Gramd4,0.09005198628266665
Slc15a4,0.019856021684986666
Il17rb,0.002923063402538043
Ptk6,4.355908223199417e-05
Dennd2d,0.14787894990441838
Phip,0.1481863417034146
Scly,0.05258900722398416
Pum2,0.15481051999192363
Ncoa3,0.12459268181580115
Atn1,0.02316423418594323
Zfp869,0.06543432913661486
Eng,0.007988814897767831
Sec16a,0.05825195937113787
Zfp709,0.01195906787921004
Rcor1,0.11146415528786734
C1qb,0.004405086552702654
Tspyl4,0.02683350713398254
Zfp169,0.022870839260008886
Ntsr1,3.059359149718857e-06
Gimap4,0.49076360844107675
4921539E11Rik,4.5939747141141187e-05
Zfp599,0.006391937375162575
Alx4,1.890763525889885e-05
Irgm1,0.09031515597519568
Mtrr,0.021397800087836465
Ccdc110,5.692247940672903e-06
Tubb5,0.49360791477336813
Osbp2,4.592813413439536e-05
Trpc1,0.0018491784586311866
Stag2,0.1653366356195554
Golga1,0.04059221479416809
Arhgef6,0.13607205952623874
Zfp160,0.021186389842166423
Smc4,0.34581561202573824
Fpr1,5.6139177329576044e-05
Hexa,0.05282097862894034
Spink4,0.0004006888472081583
Ggcx,0.007356761259771443
Zfp830,0.048467254752237066
Hsd17b4,0.053619960691555967
Zpbp2,0.0046295588980639095
Ccdc106,0.0027327448148639416
Shisa2,0.0002482131651068785
Lamp3,3.473528493859555e-05
Nfatc3,0.25682280951147846
Rpp38,0.011257775033710306
Emp3,0.5195268067784439
Cdc42ep4,0.002215672240440855
Slc25a36,0.04603825942219666
Socs4,0.04241315546151107
Pdia2,6.161643781812122e-05
Ccdc15,0.018203070956993358
Fam83b,2.451843112225546e-05
Dapk3,0.08842436257529522
Iffo2,0.030880548950759222
Amd1,0.04130227985163504
Tada2b,0.02089076232157744
Cyb561d1,0.01090345875134139
Nod2,0.0019744479024168
Rab37,0.11039799748491189
Uprt,0.00997236225644536
