rqvi_candidate,rqvi_seed,rqvi_gp,informative
seed6:GP197,6,GP197,True
seed6:GP198,6,GP198,True
seed6:GP199,6,GP199,True
seed6:GP200,6,GP200,True
seed6:GP201,6,GP201,True
seed6:GP202,6,GP202,True
seed6:GP203,6,GP203,True
seed6:GP204,6,GP204,True
seed6:GP205,6,GP205,True
seed6:GP206,6,GP206,True
seed6:GP207,6,GP207,True
seed6:GP208,6,GP208,True
seed6:GP209,6,GP209,True
seed6:GP210,6,GP210,True
seed6:GP211,6,GP211,True
seed6:GP212,6,GP212,True
seed6:GP213,6,GP213,True
seed6:GP214,6,GP214,True
seed6:GP215,6,GP215,True
seed6:GP216,6,GP216,True
seed6:GP217,6,GP217,True
seed6:GP218,6,GP218,True
seed6:GP219,6,GP219,True
seed6:GP220,6,GP220,True
seed6:GP221,6,GP221,True
seed6:GP222,6,GP222,True
seed6:GP223,6,GP223,True
seed6:GP224,6,GP224,True
seed6:GP225,6,GP225,True
seed6:GP226,6,GP226,True
seed6:GP227,6,GP227,True
seed6:GP228,6,GP228,True
seed6:GP229,6,GP229,True
seed6:GP230,6,GP230,True
seed6:GP231,6,GP231,True
seed6:GP232,6,GP232,True
seed6:GP233,6,GP233,True
seed6:GP234,6,GP234,True
seed6:GP235,6,GP235,True
seed6:GP236,6,GP236,True
seed6:GP237,6,GP237,True
seed6:GP238,6,GP238,True
seed6:GP239,6,GP239,True
seed6:GP240,6,GP240,True
seed6:GP241,6,GP241,True
seed6:GP242,6,GP242,True
seed6:GP243,6,GP243,True
seed6:GP244,6,GP244,True
seed6:GP245,6,GP245,True
seed6:GP246,6,GP246,True
seed6:GP247,6,GP247,True
seed6:GP248,6,GP248,True
seed6:GP249,6,GP249,False
seed6:GP250,6,GP250,True
seed6:GP251,6,GP251,True
seed6:GP252,6,GP252,True
seed6:GP253,6,GP253,True
seed6:GP254,6,GP254,True
seed6:GP255,6,GP255,True
seed7:GP0,7,GP0,True
seed7:GP1,7,GP1,True
seed7:GP2,7,GP2,True
seed7:GP3,7,GP3,True
seed7:GP4,7,GP4,True
seed7:GP5,7,GP5,True
seed7:GP6,7,GP6,True
seed7:GP7,7,GP7,True
seed7:GP8,7,GP8,True
seed7:GP9,7,GP9,True
seed7:GP10,7,GP10,True
seed7:GP11,7,GP11,True
seed7:GP12,7,GP12,True
seed7:GP13,7,GP13,True
seed7:GP14,7,GP14,True
seed7:GP15,7,GP15,True
seed7:GP16,7,GP16,True
seed7:GP17,7,GP17,True
seed7:GP18,7,GP18,True
seed7:GP19,7,GP19,True
seed7:GP20,7,GP20,True
seed7:GP21,7,GP21,True
seed7:GP22,7,GP22,True
seed7:GP23,7,GP23,True
seed7:GP24,7,GP24,True
seed7:GP25,7,GP25,True
seed7:GP26,7,GP26,True
seed7:GP27,7,GP27,True
seed7:GP28,7,GP28,True
seed7:GP29,7,GP29,True
seed7:GP30,7,GP30,True
seed7:GP31,7,GP31,True
seed7:GP32,7,GP32,True
seed7:GP33,7,GP33,True
seed7:GP34,7,GP34,True
seed7:GP35,7,GP35,True
seed7:GP36,7,GP36,True
seed7:GP37,7,GP37,True
seed7:GP38,7,GP38,True
seed7:GP39,7,GP39,True
seed7:GP40,7,GP40,True
seed7:GP41,7,GP41,True
seed7:GP42,7,GP42,True
seed7:GP43,7,GP43,True
seed7:GP44,7,GP44,True
seed7:GP45,7,GP45,True
seed7:GP46,7,GP46,True
seed7:GP47,7,GP47,True
seed7:GP48,7,GP48,True
seed7:GP49,7,GP49,True
seed7:GP50,7,GP50,True
seed7:GP51,7,GP51,True
seed7:GP52,7,GP52,True
seed7:GP53,7,GP53,True
seed7:GP54,7,GP54,True
seed7:GP55,7,GP55,True
seed7:GP56,7,GP56,True
seed7:GP57,7,GP57,True
seed7:GP58,7,GP58,True
seed7:GP59,7,GP59,True
seed7:GP60,7,GP60,True
seed7:GP61,7,GP61,True
seed7:GP62,7,GP62,True
seed7:GP63,7,GP63,True
seed7:GP64,7,GP64,True
seed7:GP65,7,GP65,True
seed7:GP66,7,GP66,True
seed7:GP67,7,GP67,True
seed7:GP68,7,GP68,True
seed7:GP69,7,GP69,True
seed7:GP70,7,GP70,True
seed7:GP71,7,GP71,True
seed7:GP72,7,GP72,True
seed7:GP73,7,GP73,True
seed7:GP74,7,GP74,True
seed7:GP75,7,GP75,True
seed7:GP76,7,GP76,True
seed7:GP77,7,GP77,True
seed7:GP78,7,GP78,True
seed7:GP79,7,GP79,True
seed7:GP80,7,GP80,True
seed7:GP81,7,GP81,True
seed7:GP82,7,GP82,True
seed7:GP83,7,GP83,True
seed7:GP84,7,GP84,True
seed7:GP85,7,GP85,True
seed7:GP86,7,GP86,True
seed7:GP87,7,GP87,True
seed7:GP88,7,GP88,True
seed7:GP89,7,GP89,True
seed7:GP90,7,GP90,True
seed7:GP91,7,GP91,True
seed7:GP92,7,GP92,True
seed7:GP93,7,GP93,True
seed7:GP94,7,GP94,True
seed7:GP95,7,GP95,True
seed7:GP96,7,GP96,True
seed7:GP97,7,GP97,True
seed7:GP98,7,GP98,True
seed7:GP99,7,GP99,True
seed7:GP100,7,GP100,True
seed7:GP101,7,GP101,True
seed7:GP102,7,GP102,True
seed7:GP103,7,GP103,True
seed7:GP104,7,GP104,True
seed7:GP105,7,GP105,True
seed7:GP106,7,GP106,True
seed7:GP107,7,GP107,True
seed7:GP108,7,GP108,True
seed7:GP109,7,GP109,True
seed7:GP110,7,GP110,True
seed7:GP111,7,GP111,True
seed7:GP112,7,GP112,True
seed7:GP113,7,GP113,True
seed7:GP114,7,GP114,True
seed7:GP115,7,GP115,True
seed7:GP116,7,GP116,True
seed7:GP117,7,GP117,True
seed7:GP118,7,GP118,True
seed7:GP119,7,GP119,True
seed7:GP120,7,GP120,True
seed7:GP121,7,GP121,True
seed7:GP122,7,GP122,True
seed7:GP123,7,GP123,True
seed7:GP124,7,GP124,True
seed7:GP125,7,GP125,True
seed7:GP126,7,GP126,True
seed7:GP127,7,GP127,True
seed7:GP128,7,GP128,True
seed7:GP129,7,GP129,True
seed7:GP130,7,GP130,True
seed7:GP131,7,GP131,True
seed7:GP132,7,GP132,True
seed7:GP133,7,GP133,True
seed7:GP134,7,GP134,True
seed7:GP135,7,GP135,True
seed7:GP136,7,GP136,True
seed7:GP137,7,GP137,True
seed7:GP138,7,GP138,True
seed7:GP139,7,GP139,True
seed7:GP140,7,GP140,True
seed7:GP141,7,GP141,True
seed7:GP142,7,GP142,True
seed7:GP143,7,GP143,True
seed7:GP144,7,GP144,True
seed7:GP145,7,GP145,True
seed7:GP146,7,GP146,True
seed7:GP147,7,GP147,True
seed7:GP148,7,GP148,True
seed7:GP149,7,GP149,True
seed7:GP150,7,GP150,True
seed7:GP151,7,GP151,True
seed7:GP152,7,GP152,True
seed7:GP153,7,GP153,True
seed7:GP154,7,GP154,True
seed7:GP155,7,GP155,True
seed7:GP156,7,GP156,True
seed7:GP157,7,GP157,True
seed7:GP158,7,GP158,True
seed7:GP159,7,GP159,True
seed7:GP160,7,GP160,True
seed7:GP161,7,GP161,True
seed7:GP162,7,GP162,True
seed7:GP163,7,GP163,True
seed7:GP164,7,GP164,True
seed7:GP165,7,GP165,True
seed7:GP166,7,GP166,True
seed7:GP167,7,GP167,True
seed7:GP168,7,GP168,True
seed7:GP169,7,GP169,True
seed7:GP170,7,GP170,True
seed7:GP171,7,GP171,True
seed7:GP172,7,GP172,True
seed7:GP173,7,GP173,True
seed7:GP174,7,GP174,True
seed7:GP175,7,GP175,True
seed7:GP176,7,GP176,True
seed7:GP177,7,GP177,True
seed7:GP178,7,GP178,True
seed7:GP179,7,GP179,True
seed7:GP180,7,GP180,True
seed7:GP181,7,GP181,True
seed7:GP182,7,GP182,True
seed7:GP183,7,GP183,True
seed7:GP184,7,GP184,True
seed7:GP185,7,GP185,True
seed7:GP186,7,GP186,True
seed7:GP187,7,GP187,True
seed7:GP188,7,GP188,True
seed7:GP189,7,GP189,True
seed7:GP190,7,GP190,True
seed7:GP191,7,GP191,True
seed7:GP192,7,GP192,True
seed7:GP193,7,GP193,True
seed7:GP194,7,GP194,True
seed7:GP195,7,GP195,True
seed7:GP196,7,GP196,True
seed7:GP197,7,GP197,True
seed7:GP198,7,GP198,True
seed7:GP199,7,GP199,True
seed7:GP200,7,GP200,True
seed7:GP201,7,GP201,True
seed7:GP202,7,GP202,True
seed7:GP203,7,GP203,True
seed7:GP204,7,GP204,True
seed7:GP205,7,GP205,True
seed7:GP206,7,GP206,True
seed7:GP207,7,GP207,True
seed7:GP208,7,GP208,True
seed7:GP209,7,GP209,True
seed7:GP210,7,GP210,True
seed7:GP211,7,GP211,True
seed7:GP212,7,GP212,True
seed7:GP213,7,GP213,True
seed7:GP214,7,GP214,True
seed7:GP215,7,GP215,True
seed7:GP216,7,GP216,True
seed7:GP217,7,GP217,True
seed7:GP218,7,GP218,True
seed7:GP219,7,GP219,True
seed7:GP220,7,GP220,True
seed7:GP221,7,GP221,True
seed7:GP222,7,GP222,True
seed7:GP223,7,GP223,True
seed7:GP224,7,GP224,True
seed7:GP225,7,GP225,True
seed7:GP226,7,GP226,True
seed7:GP227,7,GP227,True
seed7:GP228,7,GP228,True
seed7:GP229,7,GP229,True
seed7:GP230,7,GP230,True
seed7:GP231,7,GP231,True
seed7:GP232,7,GP232,True
seed7:GP233,7,GP233,True
seed7:GP234,7,GP234,True
seed7:GP235,7,GP235,True
seed7:GP236,7,GP236,True
seed7:GP237,7,GP237,True
seed7:GP238,7,GP238,True
seed7:GP239,7,GP239,True
seed7:GP240,7,GP240,True
seed7:GP241,7,GP241,True
seed7:GP242,7,GP242,True
seed7:GP243,7,GP243,True
seed7:GP244,7,GP244,True
seed7:GP245,7,GP245,True
seed7:GP246,7,GP246,True
seed7:GP247,7,GP247,True
seed7:GP248,7,GP248,True
seed7:GP249,7,GP249,True
seed7:GP250,7,GP250,True
seed7:GP251,7,GP251,True
seed7:GP252,7,GP252,True
seed7:GP253,7,GP253,True
seed7:GP254,7,GP254,True
seed7:GP255,7,GP255,True
seed8:GP0,8,GP0,True
seed8:GP1,8,GP1,True
seed8:GP2,8,GP2,True
seed8:GP3,8,GP3,True
seed8:GP4,8,GP4,True
seed8:GP5,8,GP5,True
seed8:GP6,8,GP6,True
seed8:GP7,8,GP7,True
seed8:GP8,8,GP8,True
seed8:GP9,8,GP9,True
seed8:GP10,8,GP10,True
seed8:GP11,8,GP11,True
seed8:GP12,8,GP12,True
seed8:GP13,8,GP13,True
seed8:GP14,8,GP14,True
seed8:GP15,8,GP15,True
seed8:GP16,8,GP16,True
seed8:GP17,8,GP17,True
seed8:GP18,8,GP18,True
seed8:GP19,8,GP19,True
seed8:GP20,8,GP20,True
seed8:GP21,8,GP21,True
seed8:GP22,8,GP22,True
seed8:GP23,8,GP23,True
seed8:GP24,8,GP24,True
seed8:GP25,8,GP25,True
seed8:GP26,8,GP26,True
seed8:GP27,8,GP27,True
seed8:GP28,8,GP28,True
seed8:GP29,8,GP29,True
seed8:GP30,8,GP30,True
seed8:GP31,8,GP31,True
seed8:GP32,8,GP32,True
seed8:GP33,8,GP33,True
seed8:GP34,8,GP34,True
seed8:GP35,8,GP35,True
seed8:GP36,8,GP36,True
seed8:GP37,8,GP37,True
seed8:GP38,8,GP38,True
seed8:GP39,8,GP39,True
seed8:GP40,8,GP40,True
seed8:GP41,8,GP41,True
seed8:GP42,8,GP42,True
seed8:GP43,8,GP43,True
seed8:GP44,8,GP44,True
seed8:GP45,8,GP45,True
seed8:GP46,8,GP46,True
seed8:GP47,8,GP47,True
seed8:GP48,8,GP48,True
seed8:GP49,8,GP49,True
seed8:GP50,8,GP50,True
seed8:GP51,8,GP51,True
seed8:GP52,8,GP52,True
seed8:GP53,8,GP53,True
seed8:GP54,8,GP54,True
seed8:GP55,8,GP55,True
seed8:GP56,8,GP56,True
seed8:GP57,8,GP57,True
seed8:GP58,8,GP58,True
seed8:GP59,8,GP59,True
seed8:GP60,8,GP60,True
seed8:GP61,8,GP61,True
seed8:GP62,8,GP62,True
seed8:GP63,8,GP63,True
seed8:GP64,8,GP64,True
seed8:GP65,8,GP65,True
seed8:GP66,8,GP66,True
seed8:GP67,8,GP67,True
seed8:GP68,8,GP68,True
seed8:GP69,8,GP69,True
seed8:GP70,8,GP70,True
seed8:GP71,8,GP71,True
seed8:GP72,8,GP72,True
seed8:GP73,8,GP73,True
seed8:GP74,8,GP74,True
seed8:GP75,8,GP75,True
seed8:GP76,8,GP76,True
seed8:GP77,8,GP77,True
seed8:GP78,8,GP78,True
seed8:GP79,8,GP79,True
seed8:GP80,8,GP80,True
seed8:GP81,8,GP81,True
seed8:GP82,8,GP82,True
seed8:GP83,8,GP83,True
seed8:GP84,8,GP84,True
seed8:GP85,8,GP85,True
seed8:GP86,8,GP86,True
seed8:GP87,8,GP87,True
seed8:GP88,8,GP88,True
seed8:GP89,8,GP89,True
seed8:GP90,8,GP90,True
seed8:GP91,8,GP91,True
seed8:GP92,8,GP92,True
seed8:GP93,8,GP93,True
seed8:GP94,8,GP94,True
seed8:GP95,8,GP95,True
seed8:GP96,8,GP96,True
seed8:GP97,8,GP97,True
seed8:GP98,8,GP98,True
seed8:GP99,8,GP99,True
seed8:GP100,8,GP100,True
seed8:GP101,8,GP101,True
seed8:GP102,8,GP102,True
seed8:GP103,8,GP103,True
seed8:GP104,8,GP104,True
seed8:GP105,8,GP105,True
seed8:GP106,8,GP106,True
seed8:GP107,8,GP107,True
seed8:GP108,8,GP108,True
seed8:GP109,8,GP109,True
seed8:GP110,8,GP110,True
seed8:GP111,8,GP111,True
seed8:GP112,8,GP112,True
seed8:GP113,8,GP113,True
seed8:GP114,8,GP114,True
seed8:GP115,8,GP115,True
seed8:GP116,8,GP116,True
seed8:GP117,8,GP117,True
seed8:GP118,8,GP118,True
seed8:GP119,8,GP119,True
seed8:GP120,8,GP120,True
seed8:GP121,8,GP121,True
seed8:GP122,8,GP122,True
seed8:GP123,8,GP123,True
seed8:GP124,8,GP124,True
seed8:GP125,8,GP125,True
seed8:GP126,8,GP126,True
seed8:GP127,8,GP127,True
seed8:GP128,8,GP128,True
seed8:GP129,8,GP129,True
seed8:GP130,8,GP130,True
seed8:GP131,8,GP131,True
seed8:GP132,8,GP132,True
seed8:GP133,8,GP133,True
seed8:GP134,8,GP134,True
seed8:GP135,8,GP135,True
seed8:GP136,8,GP136,True
seed8:GP137,8,GP137,True
seed8:GP138,8,GP138,True
seed8:GP139,8,GP139,True
seed8:GP140,8,GP140,True
seed8:GP141,8,GP141,True
seed8:GP142,8,GP142,True
seed8:GP143,8,GP143,True
seed8:GP144,8,GP144,True
seed8:GP145,8,GP145,True
seed8:GP146,8,GP146,True
seed8:GP147,8,GP147,True
seed8:GP148,8,GP148,True
seed8:GP149,8,GP149,True
seed8:GP150,8,GP150,True
seed8:GP151,8,GP151,True
seed8:GP152,8,GP152,True
seed8:GP153,8,GP153,True
seed8:GP154,8,GP154,True
seed8:GP155,8,GP155,True
seed8:GP156,8,GP156,True
seed8:GP157,8,GP157,True
seed8:GP158,8,GP158,True
seed8:GP159,8,GP159,True
seed8:GP160,8,GP160,True
seed8:GP161,8,GP161,True
seed8:GP162,8,GP162,True
seed8:GP163,8,GP163,True
seed8:GP164,8,GP164,True
seed8:GP165,8,GP165,True
seed8:GP166,8,GP166,True
seed8:GP167,8,GP167,True
seed8:GP168,8,GP168,True
seed8:GP169,8,GP169,True
seed8:GP170,8,GP170,True
seed8:GP171,8,GP171,True
seed8:GP172,8,GP172,True
seed8:GP173,8,GP173,True
seed8:GP174,8,GP174,True
seed8:GP175,8,GP175,True
seed8:GP176,8,GP176,True
seed8:GP177,8,GP177,True
seed8:GP178,8,GP178,True
seed8:GP179,8,GP179,True
seed8:GP180,8,GP180,True
seed8:GP181,8,GP181,True
seed8:GP182,8,GP182,True
seed8:GP183,8,GP183,True
seed8:GP184,8,GP184,True
seed8:GP185,8,GP185,True
seed8:GP186,8,GP186,True
seed8:GP187,8,GP187,True
seed8:GP188,8,GP188,True
seed8:GP189,8,GP189,True
seed8:GP190,8,GP190,True
seed8:GP191,8,GP191,True
seed8:GP192,8,GP192,True
seed8:GP193,8,GP193,True
seed8:GP194,8,GP194,True
seed8:GP195,8,GP195,True
seed8:GP196,8,GP196,True
seed8:GP197,8,GP197,True
seed8:GP198,8,GP198,True
seed8:GP199,8,GP199,True
seed8:GP200,8,GP200,True
seed8:GP201,8,GP201,True
seed8:GP202,8,GP202,True
seed8:GP203,8,GP203,True
seed8:GP204,8,GP204,True
seed8:GP205,8,GP205,True
seed8:GP206,8,GP206,True
seed8:GP207,8,GP207,True
seed8:GP208,8,GP208,True
seed8:GP209,8,GP209,True
seed8:GP210,8,GP210,True
seed8:GP211,8,GP211,True
seed8:GP212,8,GP212,True
seed8:GP213,8,GP213,True
seed8:GP214,8,GP214,True
seed8:GP215,8,GP215,True
seed8:GP216,8,GP216,True
seed8:GP217,8,GP217,True
seed8:GP218,8,GP218,True
seed8:GP219,8,GP219,True
seed8:GP220,8,GP220,True
seed8:GP221,8,GP221,True
seed8:GP222,8,GP222,True
seed8:GP223,8,GP223,True
seed8:GP224,8,GP224,True
seed8:GP225,8,GP225,True
seed8:GP226,8,GP226,True
seed8:GP227,8,GP227,True
seed8:GP228,8,GP228,True
seed8:GP229,8,GP229,True
seed8:GP230,8,GP230,True
seed8:GP231,8,GP231,True
seed8:GP232,8,GP232,True
seed8:GP233,8,GP233,True
seed8:GP234,8,GP234,True
seed8:GP235,8,GP235,True
seed8:GP236,8,GP236,True
seed8:GP237,8,GP237,True
seed8:GP238,8,GP238,True
seed8:GP239,8,GP239,True
seed8:GP240,8,GP240,True
seed8:GP241,8,GP241,True
seed8:GP242,8,GP242,True
seed8:GP243,8,GP243,True
seed8:GP244,8,GP244,True
seed8:GP245,8,GP245,True
seed8:GP246,8,GP246,True
seed8:GP247,8,GP247,True
seed8:GP248,8,GP248,True
seed8:GP249,8,GP249,True
seed8:GP250,8,GP250,True
seed8:GP251,8,GP251,True
seed8:GP252,8,GP252,True
seed8:GP253,8,GP253,True
seed8:GP254,8,GP254,False
seed8:GP255,8,GP255,True
seed9:GP0,9,GP0,True
seed9:GP1,9,GP1,True
seed9:GP2,9,GP2,True
seed9:GP3,9,GP3,True
seed9:GP4,9,GP4,True
seed9:GP5,9,GP5,True
seed9:GP6,9,GP6,True
seed9:GP7,9,GP7,True
seed9:GP8,9,GP8,True
seed9:GP9,9,GP9,True
seed9:GP10,9,GP10,True
seed9:GP11,9,GP11,True
seed9:GP12,9,GP12,True
seed9:GP13,9,GP13,True
seed9:GP14,9,GP14,True
seed9:GP15,9,GP15,True
seed9:GP16,9,GP16,True
seed9:GP17,9,GP17,True
seed9:GP18,9,GP18,True
seed9:GP19,9,GP19,True
seed9:GP20,9,GP20,True
seed9:GP21,9,GP21,True
seed9:GP22,9,GP22,True
seed9:GP23,9,GP23,True
seed9:GP24,9,GP24,True
seed9:GP25,9,GP25,True
seed9:GP26,9,GP26,True
seed9:GP27,9,GP27,True
seed9:GP28,9,GP28,True
seed9:GP29,9,GP29,True
seed9:GP30,9,GP30,True
seed9:GP31,9,GP31,True
seed9:GP32,9,GP32,True
seed9:GP33,9,GP33,True
seed9:GP34,9,GP34,True
seed9:GP35,9,GP35,True
seed9:GP36,9,GP36,True
seed9:GP37,9,GP37,True
seed9:GP38,9,GP38,True
seed9:GP39,9,GP39,True
seed9:GP40,9,GP40,True
seed9:GP41,9,GP41,True
seed9:GP42,9,GP42,True
seed9:GP43,9,GP43,True
seed9:GP44,9,GP44,True
seed9:GP45,9,GP45,True
seed9:GP46,9,GP46,True
seed9:GP47,9,GP47,True
seed9:GP48,9,GP48,True
seed9:GP49,9,GP49,True
seed9:GP50,9,GP50,True
seed9:GP51,9,GP51,True
seed9:GP52,9,GP52,True
seed9:GP53,9,GP53,True
seed9:GP54,9,GP54,True
seed9:GP55,9,GP55,True
seed9:GP56,9,GP56,True
seed9:GP57,9,GP57,True
seed9:GP58,9,GP58,True
seed9:GP59,9,GP59,True
seed9:GP60,9,GP60,True
seed9:GP61,9,GP61,True
seed9:GP62,9,GP62,True
seed9:GP63,9,GP63,True
seed9:GP64,9,GP64,True
seed9:GP65,9,GP65,True
seed9:GP66,9,GP66,True
seed9:GP67,9,GP67,True
seed9:GP68,9,GP68,True
seed9:GP69,9,GP69,True
seed9:GP70,9,GP70,True
seed9:GP71,9,GP71,True
seed9:GP72,9,GP72,True
seed9:GP73,9,GP73,True
seed9:GP74,9,GP74,True
seed9:GP75,9,GP75,True
seed9:GP76,9,GP76,True
seed9:GP77,9,GP77,True
seed9:GP78,9,GP78,True
seed9:GP79,9,GP79,True
seed9:GP80,9,GP80,True
seed9:GP81,9,GP81,True
seed9:GP82,9,GP82,True
seed9:GP83,9,GP83,True
seed9:GP84,9,GP84,True
seed9:GP85,9,GP85,True
seed9:GP86,9,GP86,True
seed9:GP87,9,GP87,True
seed9:GP88,9,GP88,True
seed9:GP89,9,GP89,True
seed9:GP90,9,GP90,True
seed9:GP91,9,GP91,True
seed9:GP92,9,GP92,True
seed9:GP93,9,GP93,True
seed9:GP94,9,GP94,True
seed9:GP95,9,GP95,True
seed9:GP96,9,GP96,True
seed9:GP97,9,GP97,True
seed9:GP98,9,GP98,True
seed9:GP99,9,GP99,True
seed9:GP100,9,GP100,True
seed9:GP101,9,GP101,True
seed9:GP102,9,GP102,True
seed9:GP103,9,GP103,True
seed9:GP104,9,GP104,True
seed9:GP105,9,GP105,True
seed9:GP106,9,GP106,True
seed9:GP107,9,GP107,True
seed9:GP108,9,GP108,True
seed9:GP109,9,GP109,True
seed9:GP110,9,GP110,True
seed9:GP111,9,GP111,True
seed9:GP112,9,GP112,True
seed9:GP113,9,GP113,True
seed9:GP114,9,GP114,True
seed9:GP115,9,GP115,True
seed9:GP116,9,GP116,True
seed9:GP117,9,GP117,True
seed9:GP118,9,GP118,True
seed9:GP119,9,GP119,True
seed9:GP120,9,GP120,True
seed9:GP121,9,GP121,True
seed9:GP122,9,GP122,True
seed9:GP123,9,GP123,True
seed9:GP124,9,GP124,True
seed9:GP125,9,GP125,True
seed9:GP126,9,GP126,True
seed9:GP127,9,GP127,True
seed9:GP128,9,GP128,True
seed9:GP129,9,GP129,True
seed9:GP130,9,GP130,True
seed9:GP131,9,GP131,True
seed9:GP132,9,GP132,True
seed9:GP133,9,GP133,True
seed9:GP134,9,GP134,True
seed9:GP135,9,GP135,True
seed9:GP136,9,GP136,True
seed9:GP137,9,GP137,True
seed9:GP138,9,GP138,True
seed9:GP139,9,GP139,True
seed9:GP140,9,GP140,True
seed9:GP141,9,GP141,True
seed9:GP142,9,GP142,True
seed9:GP143,9,GP143,True
seed9:GP144,9,GP144,True
seed9:GP145,9,GP145,True
seed9:GP146,9,GP146,True
seed9:GP147,9,GP147,True
seed9:GP148,9,GP148,True
seed9:GP149,9,GP149,True
seed9:GP150,9,GP150,True
seed9:GP151,9,GP151,True
seed9:GP152,9,GP152,True
seed9:GP153,9,GP153,True
seed9:GP154,9,GP154,True
seed9:GP155,9,GP155,True
seed9:GP156,9,GP156,True
seed9:GP157,9,GP157,True
seed9:GP158,9,GP158,True
seed9:GP159,9,GP159,True
seed9:GP160,9,GP160,True
seed9:GP161,9,GP161,True
seed9:GP162,9,GP162,True
seed9:GP163,9,GP163,True
seed9:GP164,9,GP164,True
seed9:GP165,9,GP165,True
seed9:GP166,9,GP166,True
seed9:GP167,9,GP167,True
seed9:GP168,9,GP168,True
seed9:GP169,9,GP169,True
seed9:GP170,9,GP170,True
seed9:GP171,9,GP171,True
seed9:GP172,9,GP172,True
seed9:GP173,9,GP173,True
seed9:GP174,9,GP174,True
seed9:GP175,9,GP175,True
seed9:GP176,9,GP176,True
seed9:GP177,9,GP177,True
seed9:GP178,9,GP178,True
seed9:GP179,9,GP179,True
seed9:GP180,9,GP180,True
seed9:GP181,9,GP181,True
seed9:GP182,9,GP182,True
seed9:GP183,9,GP183,True
seed9:GP184,9,GP184,True
seed9:GP185,9,GP185,True
seed9:GP186,9,GP186,True
seed9:GP187,9,GP187,True
seed9:GP188,9,GP188,True
seed9:GP189,9,GP189,True
seed9:GP190,9,GP190,True
seed9:GP191,9,GP191,True
seed9:GP192,9,GP192,True
seed9:GP193,9,GP193,True
seed9:GP194,9,GP194,True
seed9:GP195,9,GP195,True
seed9:GP196,9,GP196,True
seed9:GP197,9,GP197,True
seed9:GP198,9,GP198,True
seed9:GP199,9,GP199,True
seed9:GP200,9,GP200,True
seed9:GP201,9,GP201,True
seed9:GP202,9,GP202,True
seed9:GP203,9,GP203,True
seed9:GP204,9,GP204,True
seed9:GP205,9,GP205,True
seed9:GP206,9,GP206,True
seed9:GP207,9,GP207,True
seed9:GP208,9,GP208,True
seed9:GP209,9,GP209,True
seed9:GP210,9,GP210,True
seed9:GP211,9,GP211,True
seed9:GP212,9,GP212,True
seed9:GP213,9,GP213,True
seed9:GP214,9,GP214,True
seed9:GP215,9,GP215,True
seed9:GP216,9,GP216,True
seed9:GP217,9,GP217,True
seed9:GP218,9,GP218,True
seed9:GP219,9,GP219,True
seed9:GP220,9,GP220,True
seed9:GP221,9,GP221,True
seed9:GP222,9,GP222,True
seed9:GP223,9,GP223,True
seed9:GP224,9,GP224,True
seed9:GP225,9,GP225,True
seed9:GP226,9,GP226,True
seed9:GP227,9,GP227,True
seed9:GP228,9,GP228,True
seed9:GP229,9,GP229,True
seed9:GP230,9,GP230,True
seed9:GP231,9,GP231,True
seed9:GP232,9,GP232,True
seed9:GP233,9,GP233,True
seed9:GP234,9,GP234,True
seed9:GP235,9,GP235,True
seed9:GP236,9,GP236,True
seed9:GP237,9,GP237,True
seed9:GP238,9,GP238,True
seed9:GP239,9,GP239,True
seed9:GP240,9,GP240,True
seed9:GP241,9,GP241,True
seed9:GP242,9,GP242,True
seed9:GP243,9,GP243,True
seed9:GP244,9,GP244,True
seed9:GP245,9,GP245,True
seed9:GP246,9,GP246,True
seed9:GP247,9,GP247,True
seed9:GP248,9,GP248,True
seed9:GP249,9,GP249,True
seed9:GP250,9,GP250,True
seed9:GP251,9,GP251,True
seed9:GP252,9,GP252,True
seed9:GP253,9,GP253,True
seed9:GP254,9,GP254,True
seed9:GP255,9,GP255,True
