gp_idx,total_loading,mean_loading,frac_active,entropy,f_stat_level1,f_stat_cluster,eta_sq_level1,eta_sq_cluster,gini_cluster,n_strong_genes,max_gene_effect,match_count,mean_corr,group_idx,within_group_pos
173,1672.5693658448713,0.0026394375837876156,0.0026401171561851017,7.4234698256178575,39.36501577531568,62.230553635255816,0.0004967273393555487,0.010977255743520533,0.7196261587892754,995,0.7558665,0,,43,1
174,114.1171596050918,0.00018008527847490516,0.00018147846560746366,4.739449131355919,49.37725892974855,16.833028351793303,0.0006229880930807288,0.002993258252185257,0.9329635060090312,422,0.3737154,0,,43,2
175,3426.4178564654926,0.005407139609751063,0.005646347390813086,8.169599656932066,56.408250954953516,67.25663940132716,0.0007116343098050941,0.011853331018854253,0.6043916899689095,2637,0.8280804,0,,43,3
176,1094.2302939090569,0.0017267759544332142,0.0017279906073058497,6.998122648253616,1201.7499580816814,412.8463630473132,0.014945070830785584,0.06858299758187587,0.9111157404132288,1594,1.3360829,0,,44,0
177,2887.6369559368827,0.004556903686911588,0.004672675970988695,7.984295941661076,62.233277091874115,44.28355496816897,0.0007850638891334119,0.007836274863275164,0.5578868295377704,1549,0.6031251,0,,44,1
178,8905.485001066781,0.014053510899859838,0.014295768869026202,9.101771530964985,214.1943568776902,83.13431816706294,0.0026968613802187675,0.014610733031485619,0.5485132611537671,520,0.5092337,2,0.7049137100813847,44,2
179,4255.734630023924,0.006715862527732946,0.006717859374704111,8.357117964313648,253.6708845890296,90.26869026143632,0.003192312624882987,0.015844721350420844,0.6361691836272109,924,0.46242344,0,,44,3
180,1229.8880507852286,0.0019408538810909359,0.0019410305451928722,7.114812065726765,438.4457399867839,117.12855268789906,0.005504805227730035,0.020462914914007556,0.8549472320521426,1179,1.6634352,0,,45,0
181,19399.012794337697,0.030613070227964882,0.030808731165691418,9.875595354723993,48.79275563797824,53.21524900345547,0.000615618011615054,0.009401938605736175,0.37868004835278407,328,0.28147888,2,0.6089404619356038,45,1
182,13504.04691472279,0.02131038011804431,0.021851585332752603,9.518907910619532,316.1198618612406,97.98664960864016,0.003975075696295291,0.01717617369843319,0.503776553097294,405,0.46334636,2,0.8931125999669385,45,2
183,36535.22607106823,0.05765527624347187,0.06368316069207997,10.533034232547077,258.0908836912777,125.27853160610779,0.0032477553023902883,0.021855636041097987,0.4404951272594878,558,0.3485701,3,0.611055064410029,45,3
184,4538.509809973092,0.007162102577898594,0.007595268304075848,8.46199948879061,158.25565032335805,60.24462753014829,0.0019939570959425293,0.010630669240671598,0.5476426400489125,1198,0.523875,0,,46,0
