matched_pair,CD4_cl1,CD4_cl2,CD4_cl3,CD4_cl4,CD4_cl5,CD4_cl7,CD4_cl9,CD4_cl10,CD4_cl12,CD4_cl13,CD4_cl14,CD4_cl15,CD4_cl16,CD4_cl17,CD4_cl18,CD4_cl20,CD4_cl21,CD4_cl22,CD4_cl23,CD4_cl25,CD4_cl28,CD4_miniverse,CD4_prolif,CD8_cl1,CD8_cl2,CD8_cl4,CD8_cl5,CD8_cl6,CD8_cl7,CD8_cl10,CD8_cl11,CD8_cl12,CD8_cl13,CD8_cl14,CD8_cl15,CD8_cl18,CD8_cl20,CD8_cl22,CD8_cl25,CD8_cl26,CD8_cl27,CD8_cl28,CD8_miniverse,CD8_prolif,Treg_cl1,Treg_cl2,Treg_cl3,Treg_cl4,Treg_cl6,Treg_cl7,Treg_cl8,Treg_miniverse,Treg_prolif,gdT_cl2,gdT_cl4,gdT_cl5,gdT_cl7,gdT_cl9,gdT_cl10,gdT_cl11,gdT_cl12,gdT_cl23,gdT_cl26,gdT_cl28,gdT_cl33,gdT_cl35,gdT_cl42,gdT_cl43,gdT_cl46,gdT_cl50,gdT_52,gdT_53,gdT_54,gdT_miniverse,gdT_prolif,CD8aa_cl1,CD8aa_cl16,CD8aa_cl20,CD8aa_cl40,CD8aa_cl56,CD8aa_miniverse,CD8aa_prolif,DN_cl3,DN_cl15,DN_cl18,DN_cl29,DN_cl31,DN_cl34,DN_cl39,DN_cl41,DN_cl57,DN_cl58,DN_miniverse,DN_prolif,nonconv_cl8,nonconv_cl13,nonconv_cl17,nonconv_cl21,nonconv_cl24,nonconv_cl55,nonconv_miniverse,nonconv_prolif,DP_cl14,DP_cl51,DP_cl59,DP_cl60,DP_cl61,DP_cl62,DP_cl63,DP_cl64,DP_cl65,DP_miniverse,DP_prolif,thymocyte
F94->seed1:GP126,6.7201464533124551e-11,0.0027846533850454502,0.0063841894478454944,0.0024789471186055408,0.0093602941128442113,0.041802161309840942,0.046964921444423671,0.096255129970129735,0,0.10254347887145775,0.037327327203097505,0.060709050106654609,0.047852555149152071,0.013209764802477235,0.24152046337981342,0,0.070503536682892567,0.067895961625678805,0.013006517938810717,0,0.013921587689421609,0.15043406476526736,0.30490293309423777,0.0021788298497037689,0.0035373197502298675,0.015412679411513036,2.1224057848013323e-14,0.023563757508116397,0.052703139632076991,0.043038708099936797,0.06620743967324956,0.028414400777902585,0.0043429083340826846,0.029022588960306461,0.042321694550871647,0.040023736828204981,0.042691987546765495,0.034704224793990157,0.021016323587270076,0.05205717000485318,0.025651405234599856,0.0043979223852311728,0.10611994087348132,0.1827208649593946,0.02625353292706532,0.063474253423191587,0.17226368389390237,0.034324133987885114,0.11154158092675528,0.20085847324424877,0.037049766126270256,0.25914554821252017,0.2004103976103794,0.0063152602200413997,0.010006390349548856,0.16385047844884554,0.071193466907242833,0.031573998614807371,0.082271145470700954,0.02651977644445306,0.066245806809391003,0.02815531401655133,0.13304798118297889,1,0.65581060223220244,0.19767111494507891,0.026743759829108774,0.0566022108649877,0.045343105161203372,0,0.027416098629547626,0,0.07050813403317277,0.12911761138967132,0.29721735658128712,0.059548342722175698,0.15563248892901879,0.028991829279471217,0.00767056953364383,0.0071014064647693604,0.10467767055102667,0.16525928924942895,0.048312664671251893,0.078772565173400561,0.027238839913143503,0.011298865217621341,0.24372662541861145,0.027913989596467393,0.017917984925742397,0.035265369334987785,0.12658669548819548,1.4860012153639246e-41,0.13049788334640069,0.32859380956932532,0.080688575949249969,0.052633952939593456,0.031738931685965817,0.10180018432946944,0.022308309653477579,0.027218477886233491,0.44318556856583791,0.1706341120995771,0,4.6546191340782429e-18,0.051717375414855618,0.074346527427445588,0.014305458272977009,1.8506974843360231e-43,0,0,0,0.15245259329529315,0.20321383415965161,0.078887362849708348
F148->seed3:GP0,0.0050475694388284788,0.023471479592054294,0.045587173963056789,0.011035831037182437,0.024244804315796249,0.007119156372755407,0.015678985997823594,0.091341159698358473,0.036113225218641298,0.017763646616549122,0.019314432545142073,0.015507203685608423,0.012385786675207129,0.001213296709132473,0.0044761976037977326,0,0.011174897202714982,0.0018360083235317325,0.0056108454552235964,0.0045929404844713547,0.046652725485511956,0.19393510342038708,0.0094198354187716559,0.01770473463468682,0.038275190319927883,0.024758791210514896,0.0036264659500260107,0.0060990614339391661,0.010460548330207585,0.011210711577505304,0.034613996901546464,0.019152260694940471,0.006043147931253187,0.0025014161624414537,0.0010431536043562517,0.11602443101171357,0.014733420605194987,0.0089200247069274024,0.0036264689556435282,0.013450515973420046,0.0044262714790585574,1.1591364958553567e-21,0.1885730817684069,0.025778683645850866,0.042449181535597409,0.011078822638754473,0.072843126133012123,0.01089592893427772,0.0067364633045190418,0.086088602636381156,0.0026637989694225941,0.26090986091072876,0.0057978671875101263,0.025041405668703592,0.031717410037594075,0.010521372636215666,0.0069438843507508303,0.0054427747049408757,0.0050493446316750039,0.067274763202893467,0.021790266769781887,0.017423378778833754,0.0054045355482179669,0.99500511452783447,0,0.89198454969828944,0.0058763983377206896,1.9579471654894695e-14,0,1.7434238450628215e-32,0.013671846453971513,0.10991980392553559,0.017035278416831546,0.065589355665672616,0.075866884431169873,0.013001642025205372,1,0.072539038416168808,0.036723827688473681,0.017171998322189162,0.1053651850644178,0.030298149931585569,0.022293893676618434,0.017560912079432157,0.0094003888855795775,0.012997605105176606,0.0140187381091431,0.0048165518530167368,0.012424104165836598,0.011780248107339167,7.2942899485030643e-33,0.0020711257594890208,0.081449447025549793,0.014792161642560954,0.006232525504120485,0.030273625971150242,0.015060947442400769,0.011108446756415532,0.0038494078172692748,0.060443708418807918,0.12023539883689741,0.0058887489836551322,0,0.023204009689134053,0.10039536456384084,0.018781258539593365,0.0049340885924172816,0.0030345148397011188,0.023191493170682836,0,0,0.21861571288372786,0.03004692914837161,0.040837193720295692
F65->seed5:GP138,0.00013117007354618662,0.0040019547407499226,0.0015084971223376484,0.0069837193564550272,0.039068461900398109,0.021534174741519949,0.012514894893831389,0.0095757636406632214,7.7977358299300825e-43,0.13040976722729677,0.020601706328712797,0.065270184236129736,0.083309141399430409,0.0044812456059893976,0.047312171902819201,0.20827286703631184,0.065637159763531489,0.1040007908203754,0.0064696482067725606,0.0044132796740806342,0.069246731679206128,0.011517125858542898,0.09977193788735185,0.0012740158485731686,0.00087964254312540503,0.011499714164245984,3.1165602302801352e-20,0.0058604917912855863,0.085902684581748143,0.016255454150694168,0.38136671457400617,0.0067143373665497384,0.0021767765123965862,0.0028872806419745945,0.02946974746545156,0.0079633743597124773,0.14865381567311328,0.021047079967243011,7.0173925790139424e-06,0.090629119702230462,0.022518388171181312,0.064643387067855843,0.0098826911870801906,0.093128651431948595,0.0077962612997450192,0.05025179376353333,0.030283387048361504,0.034146680501149655,0.10770181284903328,0.053176053001643644,0.035317821903937417,0.03693159040941308,0.043711589043726289,0.15450848569648862,0.088079482104710699,0.10959782690098646,0.18702967942804039,0.0078441729713256136,0.0053420858585948834,0.7072900003406094,0.28121292589513813,0.018602181124183329,0.023357706131386755,1,3.4040450971221539e-26,0.34801804027844629,0.0089351016648761654,0.015369236600037721,0.028470528267902476,0,0.0060279135116296451,0,1.1733832518388712e-19,0.30913623343042057,0.44493387871997347,0.073720896507854405,0.31474787943552407,0.16584152542340758,0.23066731452855185,0.015895500376105376,0.26901911360429276,0.41947703293335825,0.068793379982204916,0.016724318468412047,0.19792787083527127,0.0037468010194889783,0.040411150783897176,0.055539118939243667,0.017825317612881298,0.050866461120516231,0,0.065673689989856981,0.024282934563079592,0.020066665226251574,0.001759861685494679,9.21083718495455e-26,0.02762794338128995,0.0012273559301970514,0.0074001536478864151,0.1489150939743592,0.005652499642739151,0.01697521711685324,0,0.011632856171466577,1.1534150915104913e-42,0.0096348228254240185,0.0071157610165085107,7.2818230066672268e-20,0.13370603261543804,0,0,6.8230188511888226e-43,0.028880502893311972,6.818759879501155e-31
F39->seed1:GP120,1.3511803135952176e-42,0.00092126783065165393,0.00029638293460149953,0.00050067508069536794,0,0.00060752876784715389,0.0048967097961946067,1.2930520934944125e-38,0,0.012023326511127945,0.0018811170424727363,1.170617525287118e-36,0,0.0053763340635170813,2.9896646667278316e-09,2.4869248939113026e-40,0.010652540349677492,0.021631344672054582,0.0026464153385634794,0,0.10763862545179814,0.0057446303762080271,0.0089695859057628384,0.00013681380252397824,0.00039459333836208682,0.00078399584066828586,0,0.0047944799366779322,0.078314853985917698,0.0082628884770766953,0.27575973214201466,0.0082386181775749526,0.00059360966137339197,0.0094483591509927165,0.012792610168929878,0.013029704215111095,2.6462596205699618e-24,6.8773102137669159e-32,0.042761574221641507,0.03708157102133771,0.0074775434939405331,0.0036105128384944806,0.020464711223749835,0.032830740034369595,0.001505556252803976,0.014176847884164599,0.0064178632771208369,0.0007924650831748945,0.0090780719516364277,0,0.008794561096098736,9.3860923320428616e-22,0.0042071218543580906,0.17197882837781681,0.045906811884733958,0.032562858569475724,0.026542853215257602,0.0055024687393359206,0.0043797384619944212,0.42883576500750442,0.032757439609881908,0.010026567306034854,0.0095544928140908342,1,0.10674938046167573,0.36176578799927717,0.02006646921123011,0.018349719754127712,0.0046583589308167774,0,0.0051587767556406346,0,0.011477048297430849,0.37599848348837722,0.23020050142522944,0.061865739901688123,0.42760400245303465,0.56323610254563705,0.17868160419392193,0.0058110805380107624,0.44698816813485331,0.21952681045203981,0.054971326846220664,6.2106072793532524e-16,0.066508032191051406,0.0030655443393806997,0,0.28397909489259604,3.7770874107783526e-06,0.054251745802491903,0.025756391847075451,0.058611969233668564,0.066769089087836783,0.034540787637116564,0.0014397511134722556,0.0035697819288005948,0.012915742123382964,0.017046295911944155,0.018181424708445193,0.15471210844068164,0.042078590228963923,4.544240899590159e-31,0,6.169356408894099e-41,0,0.0043220482015191965,0.040752595030394245,0.06410111489210249,1.9767342698356704e-14,0,0,0.012549856670779423,0.023627196592792839,0
F145->seed9:GP38,0.00036338259694880672,0.0036822717241026398,0.014182282350182072,0.0021064426461321361,0.0094939835971670789,0.0020573043211639581,0.0086260470959508301,0.051582014873010847,0.0035502363115053103,0.010266738429512132,0.0092092671747238328,0.027651867302186779,0.01683048302990112,0,0.0013239364898817638,0.021369692471260204,0.0080344961709026951,0.0021703589722989356,0.0035312665511604883,0.0013584644973518559,0.04049856897963218,0.14654640333880584,0.0033748449946707083,0.007085851471078603,0.0069268936569473168,0.0072782893528934318,0,0.005411805082532967,0.014538476866941732,0.011918120182375192,0.057099046978188864,0.020581519072645795,0.0035735413455750212,0.010761311503226869,0.0025917041072755637,0.078478052062121981,0.019609835365775905,0.011540901696597345,0.0032178300445686939,0.0089668402148518258,0.0019637559848787972,1.4217290073049921e-27,0.13872605892215217,0.018752909983105782,0.012742279403216043,0.010456837240383002,0.03365367031867654,0.011096948931728981,0.0034156473061721852,0.054559053957231159,0.0043092222451597368,0.21320187442374355,4.7671967677383226e-12,0.02801297065093529,0.019074976032982017,0.0064817521046512975,0.010493889337591877,0.004022892992213126,0.0017699224612900261,0.099084421992534075,0.0098486764613838693,0.012059566717652402,0.0023966011213972485,0.98633324501880637,1.5233250777724837e-32,0.88667230446159495,0.0040654536489998436,0.0017575745402803836,0,0,0.015603008338930429,0,0.019432026470022248,0.059138790848837053,0.051457188859434969,0.0082456959586144612,1,0.14133639908920748,0.039931249682780272,0.015765898219160763,0.090821192586146876,0.017395790455713791,0.018717131348592826,0.028227534113673711,0.0041705426576249703,0.0079485791098279062,0.024504923458474655,0.008547877155187681,0.0054868807089653521,0.010572676507721909,0,0,0.10213459183895431,0.0043748977500297744,0.0037923502395785036,0.01477453417976376,0.0076914406555132547,0.0073328620632379235,0.0045542116319982834,0.058339259629790731,0.073076396677295791,0,0,0.0026855574745467893,0.039591951882445388,0.011321493908422863,0.0065709698343523384,1.1610787795860263e-38,1.2953967573872712e-20,0.1572486805117953,0,0.15582292901253886,0.0044448958606711801,0.012078521976524115
F147->seed7:GP125,0.010896013338952307,0.016367105557286037,0.03165320189823552,0.030373384392692895,0.03129497407332759,0.0044080378181285164,0.024443158839804316,0.061610513586309257,0.0039019480733642376,0.09245963317881159,0.012669214870733093,0.023570157025853383,0.16537123696795353,0.010004608534730747,0.067277900947285488,0.046981376770434437,0.082151943126225341,0.10020200084284589,0.064512318375872624,2.8351866170731267e-17,0.11384703446506771,0.03373491763929861,0.02736212836909321,0.041305535298752229,0.054309764186378881,0.023882645070267695,2.8489206075819483e-06,0.044482226945416571,0.083042582040053506,0.14499544863220773,0.15131126298623962,0.041517063964673764,0.012766349561170457,0.050735276764937616,0.16639020100042143,0.23307188009601115,0.014370775234989098,0.023033170016673689,0.070744141304945302,0.051836233211792516,0.010423475090239479,0.029773490664565663,0.048370236546530589,0.046793084999175477,0.0030362643604448761,0.11976201330230683,0.037665958187514892,0.06377372519559521,1.3853348480128994e-12,0.035985737581765216,0.13734443813327959,0.021944071678545909,0.01501162907451857,0.18009661579053449,0.17632627663667846,0.34328865639371903,0.13831377686571267,0.01102970262198362,0.055360188357733112,0.4482853216556425,0.094440357659820076,0.03214226505670887,0.057899737984865425,1,0.14114381516023233,0.43110044524250141,0.027377419059310699,0.12756630082269088,0.0077218975026109903,3.0269161001887237e-41,0.030377507008446783,0,0.094936541033768806,0.1269323964307309,0.23068180735474653,0.06601061252908734,0.34525802444253073,0.40545145390915588,0.22346447771039082,0.030351177235831944,0.13507138171757335,0.11820709089909669,0.048727357678142812,0.009308745442219251,0.015077534492551807,0.020637921835205304,0,0.19729541748355534,0.0043860732543012631,0.076282441321435773,8.5969745497187463e-05,0.044340234897484287,0.049158663906041011,0.042252611906114297,0.014427905527969659,0.0044076251900983937,0.034755336497059204,0.085188647232350631,0.060667926049434752,0.25047697748135661,0.058142986972534214,0.038843862799347713,1.0336524909760523e-23,0.031489132784872746,0.043521937812631695,0.076277307290616936,0.086673935907067082,0.088373322095388174,0,0,0,0.10729252982025396,0.042037154845447719,0.026554691536727928
F24->seed3:GP210,1.2288214332672821e-42,6.03964027754434e-29,1.1605535758635442e-42,1.4004404096016831e-11,7.5094643144111674e-43,0.028086063512864603,0.017149280368034748,0,4.096071444224273e-42,0.037102094990354439,0.034786166638289998,0.11755120191707066,0.15003925401800716,0.020712335496650712,0.21689550280027928,0.87522895332676787,0.0279514242791358,0,1.0866022827952305e-28,0,0.17459809688328559,0.045855827023449057,0.13822201963356273,0.0010272027614075248,4.8975124011976367e-17,0.0040271270523536641,0,0,0.075611635628230173,0.10405996457444344,0.040805654244328748,1.2530138552347317e-29,2.4107517233196585e-37,0.018199908357228223,0.030327790848038345,0,0,0.027010031688574049,0,0.12241696614637913,0.08042867708770958,0.11127604777166204,0.070385833545760154,0.16588169781069079,3.5052779928594554e-10,0.16182970692199211,0.022078867534551391,0.15545316818155319,0.06994657084408154,0,0.058083829105891778,0.17459809688328559,0.097247658446624988,0.019801177374775932,0.087796246660507088,1.2561285762287772e-41,0.36880561014329288,0.42852831156794752,0.5387795563981933,0.18989668478996236,0.056612716171877166,0.046903369988166459,0,0.71360131926269077,0,0.020992575733971629,0.14272026385253817,0.032293215635906217,0.14357066972543078,0,0,0,0.26528959702985672,0.28463186080020031,1,0.019296970777670567,0.060121408922963956,6.8267857403737898e-44,0.024050680828515105,0.066798296198122067,0.10940361745914955,0.32385131479114615,8.5130018182461148e-41,0.11561025798286778,0.17081199564560298,0.011809004694234411,0,0,1.2155147990378601e-32,0.20797520129119096,0.79381229697992561,0.075267763603701826,0,0.089590366913791769,0.044372998642425394,0.027505180506359084,4.7787500182616523e-43,0.077366112736720505,0.046631049504982945,6.8267857403737894e-42,0.42756486777676578,0.64201741895342368,0,6.8267857403737886e-43,1.5018928628822335e-42,0,3.7799912644449671e-40,0,0,0,0,0,0.18204761519211055,0
F1->seed3:GP24,0.0028294603428616815,0.00019707891490926011,0.0048506463175187519,0.0008108986315189579,0.0060104994472085192,0.0015483717893418761,0.0019344169693958698,1.9351764503928967e-18,7.4374171886536296e-15,0.012395846579276185,0.0038888257542952762,0.0015154370770363618,0,0,0,0,0.011367357645456121,0.018717335768967381,0.0062713640775803525,0.0028692824525775886,0.21628799288461398,0.00039412441307711297,0.021718678071449869,0.0036473679704265359,0.00015675036483111168,0.0036700724846156956,8.0848904929300293e-39,0.003810082716644481,0.092273864207487413,0.058551115996649042,0.43606100125457126,0.02804398631730189,0.00094345814831259538,0.044996987142088468,0.073488973249849224,0.051721800065368952,0.027611895740330093,0.0013877270011354369,0.067978164630892873,0.048702823496376904,0.0058388334360620015,0.14609669084134852,0.0016478605258722044,0.11545646099950842,0.0014947889316655099,0.0030175092177680183,0.00056767161214724604,1.0152096868838658e-07,0.0090177160833100622,3.4458814253472393e-41,2.2007453707674061e-24,7.1501782578260024e-28,0.0058509045825998343,0.62122602405132299,0.19651687855246505,0.044618721739934954,0.018892287830095937,0.0033998242699047536,0.0057928044447504946,1,0.071740357411271383,0.0082094125652298882,4.3898543787689772e-28,0.0081777381273753814,0.042415881837951766,0.71805993918519206,0.012233821854267239,0.0064521014032637445,0.0037019099223782473,0,0.0027101251881539979,0,7.6364108560895999e-17,0.0079036423403209943,0.28533278244293142,0.037843065519203641,0.67826873960303513,0.796169706350913,0.64318073866347969,0.010334171286640303,0.016897015461122166,0.25772383689532141,0.051991725096676905,3.8728820397477569e-38,0.058963107945650552,0.0048117995316586662,0,0.18896837041352407,0.0033111337668074734,0.01377781084716157,1.8978841485370634e-24,0.058226214581669017,0.010631635557271691,0.041583695136800936,0.001144139234451041,0.001418419179716869,0.024392710221650307,0.01665894476605535,0.026428530489995328,0.2562801998695719,1.2299540741598182e-23,0.011036101346372201,0,0.015126993474793316,1.3308878418403797e-09,0.013738600391960213,0.10177476975470874,0.087717530946395075,0.052686998916103428,0,0,0,0.028361987520191926,0
F3->seed6:GP188,0.072591573394621411,0.075352901330810101,0.084966695925001376,0.092299975176195703,0.046123386811446905,0.035452740785776926,0.042338141006587837,0.047028751028517245,0.069149986614414377,0.034572574472437785,0.015110627355545343,0.024064203049289704,0.042852271511333064,0.032660357470981158,0.014200525399609951,0.065700518122607049,0.042196400876356135,0.013963500090808798,0.023051946321546776,0.050693344637627799,0.19279963110719905,0.076194294542739793,0.0094981294515271656,0.10590755295505763,0.15653648074300044,0.059731151640031468,0.020364654202971393,0.081651903233490128,0.1951709859949467,0.10460629159422119,0.33929664077146893,0.15964671534537475,0.060399142072105054,0.048677230483385681,0.096368360452297505,0.09425772725465123,0.033065112572160195,0.017452958788385167,0.078871980505011707,0.027386531538530604,0.038286439028349974,0.015875160042817475,0.12233731901273824,0.040866805326028176,0.058366229315375467,0.084887366344005039,0.039255405275765612,0.039618192056300634,0.020699483455785136,0.04683155706133714,0.076928779870047079,0.08230250829065866,0.0020010517831526927,0.67916070840700871,0.3123710638076313,0.061952805253873117,0.24790096900980696,0.0085259807965017906,0.010188963779384231,0.6986029384332757,0.083743178066006313,0.043849741061688076,0.059718504003991493,0.45102126073767906,0.061742768913955491,0.94652115189011443,0.0082459199587076211,0.081617493771500474,0.0188603542117038,0.082654371879856886,0.01386129151017694,0,0.060131017825172363,0.21590367974463665,0.068737149940287581,0.051339937093897114,1,0.43099133585684768,0.70962270379810366,0.044429231351706365,0.25154181242879298,0.024309655844909236,0.058741158953931852,0.0074076794314180405,0.036430006403762559,0.0707365397994663,0.057942518134086261,0.11302874088171037,0.056423902433224787,0.049733856430267245,0.14527634367296369,0.058347583276586373,0.048258982178927358,0.0067268289465646607,0.007588222898493804,0.01145110971219556,0.095822954208997987,0.082706674057095156,0.03355270251489121,0.35873676969126239,0.053383099150497028,1.4128082066964006e-18,8.2043792901006945e-16,0.057460122024064537,0.17176273813735785,0.072200011704700459,0.12555955283944553,0.13008147475945919,4.4532385428958176e-29,9.9646075008445429e-32,1.5494038289744429e-21,0.11450397898319567,0.013665628019699975,2.7528038497190257e-15
F62->seed6:GP124,0.041243224219429622,0.04000713824234136,0.068231723024172908,0.025048087751127619,0.020849686698913239,0.011426143818356127,0.018596506400369608,0.057875858404280264,0.042472366192063349,0.015441344782885977,0.01025322515824607,0.0095756572755731524,0.010164087542090656,0.0065473401664988672,0.0023416970471678961,0.00098674585406167601,0.017497285294295836,0.0044621529789848477,0.015431268230035005,0.015512459666734034,0.2077867055265766,0.07611907614911366,0.00011928931132032278,0.0484209939707635,0.05443757494923223,0.022846417490289261,0.0044640306118909658,0.0103557790627282,0.097835806089542746,0.043369786851667466,0.19850996417235928,0.11979798566061924,0.021486053950960482,0.027252990685368385,0.043641375352229596,0.054630615035769832,0.0090565403365032646,0.0048095229286263643,0.10077478949469014,0.015019927882247444,0.0085646893095629329,0.0037679176357364418,0.043761680287213091,0.018829457747941192,0.036418066065854966,0.043673422291202364,0.026791823694894829,0.016583098898994911,0.0063809053520399832,0.038490318397518937,0.012000327429580673,0.02006410312736872,1.0436809790699428e-09,0.82826383239675216,0.29561727644259789,0.037816798524901996,0.1450284119156619,0.0022243454530066868,0.0097190642636048614,0.60675406754946237,0.074024100297045231,0.014314561551905219,0.027788025881735953,0.40201711420771524,3.8093418711675594e-14,1,0.0040102687096175964,0.033097345091816714,0.0024314992343789964,1.0990728378201516e-19,0.0072175563763904778,2.5675912004687606e-36,0.029746229357021724,0.11632356239684002,0.039234843779554801,0.026338747637350467,0.98662570405453098,0.31048366621236584,0.81219508698388798,0.015447114110596278,0.12927971966848217,0.029678231066315126,0.018331066453868269,0.0019120228164771075,0.003866327798632658,0.020691780546335678,3.0350713616122117e-14,0.093029972293352858,0.027035169081768139,0.013792050768233966,0.00012443662919571179,0.015092056271640761,0.0089288215263675624,0.0030345877555210967,0.00074310293636813075,0.00338529096604213,0.038884436319340042,0.049445136352684202,0.0035209513309226253,0.32928462186276908,0.0024471000052259245,8.260636721042484e-29,0,0.02513693539786625,0.093686875577221815,0.020649621675468265,0.15320511012132007,0.19341778673327484,3.2040621616734429e-27,0,1.8787659604577911e-40,0.0469190957578908,5.5975747087472258e-24,0.01675606611857668
F100->seed1:GP20,0,6.1278520134234503e-05,0,0,1.6572183209749899e-29,0,0.000111322348645621,0,0,0.0011914416057490667,0.00055853579647551811,0,0,0.00066467486390837536,0,0,0.00066510754065529296,1.0590813854226188e-31,0,0.0035709344279814042,0.095758045936293418,0.00024525813669982566,0.00044358366235387628,3.3828512700957531e-05,0,0.00051693446399763603,0,0,0.021562858642469367,0.0059527800477789045,0.16143397267402074,0.0016880901902520185,0,0.0017565556442232528,0.0005622322579859312,0,0,0.00043338640250557294,0.016924869527696198,0.40649638613045591,0.0025781662857139601,0,0.0014354195669701011,0.026647340584688903,1.2844928259566438e-29,0.0015579720460588888,0.0017713198235660337,0,0.0011223200385680385,0.0035855153057372763,0,0.0037582994520055893,0.00052012542762154893,0.12874136897520633,0.026215064748377329,0,0.065316386601033005,0,5.1669249363461307e-39,0.41901196085026871,1,0.0037617987662731914,0,0.043085155209145416,0.10557922534694432,0.014279254961750719,0.068855257381761056,2.1907683388231798e-45,0.0023036470202505424,0,0.0070627150814201239,0,0,0.1328260872136989,0.22334460396012923,0.50354212188094283,0.029374752963485191,0.36105242407859456,0.22537494233350039,0.033147503599760993,0.13273967235657402,0.26287931894094924,0.024054943067845946,0.012024825085769675,0.1902720202560193,0.014040454640513976,0.39564082230401965,0.048815147042399205,0.0066963697610349327,0.13868308445985925,0,0.089369999872497274,0.01635994507831405,0.048836206898440308,0,0.0026007003097702616,0.05264585226431024,0.0054728992536183709,0.0059857057623735801,0.33964195747254211,0.0022868146898728618,0,0,0,0,0.004274669902694395,0.0086364009391736232,0.028177182595677534,0,0,0,0,0,0
F99->seed2:GP59,4.4733028545201389e-38,4.8423818651684725e-05,0.00024734132704506132,3.5383863457908405e-13,0.0021484183999959561,0.00030437792412649369,0.00049711133713657187,0.0045920420479374805,0,0.0097187433759963315,0.0042681875188657513,0.005963164843955527,0.045657998271708508,0,0.0027501052396427333,0.044389741989582197,0.00088453859125061252,0,0,7.2004066796340468e-40,0.046490312447652844,0.00019387080096595416,7.0170795336092049e-28,0.00016037140054973216,0.00030844679790685472,0.00030637089877874927,0,0,0.0046454054196667502,0.0027368648495853885,0.096385064148920313,0.00011925329054361132,3.9171271831556187e-38,0,0.00096307979010378268,0.0012729411341478422,0.0067890199130231314,0.001713502722242616,3.2065274407997147e-13,0.28097710446565788,0.0012237468726739166,0,0.0011357841203402763,0.0069268137314068279,0.0016179490391528865,0.016032393104810791,0.033981125835312612,0,0.039958514217756286,0.019833713400962311,0.0019639251177094759,0.0044276171812866159,0.0061683030314487698,0.081965448227393253,0.0031391844566500968,0.0012119005313468022,0.067283465496597125,0,0.0010265275398243499,0.2062749106683533,1,8.5982290794358311e-05,0,0.024123043371889925,0.08343131924842935,0.022626325830797645,0.05707726816099689,0.00081892788035829755,0.0054611982354779509,0,0.013651138011187846,0,0.0021183240863021165,0.058321216665139751,0.14258491414391022,0.38387291025992859,0.038113967452472156,0.029461258896722915,0.11316467776033423,0.010423059555146715,0.044830898469903194,0.15605510367775419,0.0066612230816591083,2.347951308409733e-30,0.10610557161762836,0.012418651781671317,0.23361175182819907,0.0044389741989582197,0.00040675279455483618,0.025272123851980747,0,0.011472698873494367,0.010350971005794603,0.075236239540176691,0,0.0022654463022989436,0.026469574057650758,0.00059456624128314877,2.3507726449085307e-21,0.22337779816438799,0.0017735426395577381,0,0,0.00092975292799572546,1.8330211287409589e-32,0.01233392962783149,0.013649408542474402,0.027832795311024259,0.042745676830264367,0,0,0,0.0092295521572793738,0.025089854469102967
F170->seed2:GP29,0.00052474926623048495,0.0032008840906291103,0.0068328488714254421,0.0041548422289031609,0.008015023301686252,0.0062386641762623924,0.022369449105648226,0.10276633598476759,0,0.082415419189890732,0.016458589230171329,0.012434048840750318,5.2006382852431419e-20,0.036613152725587461,0.45479101704072561,0.3703115330529535,0.20246458171129944,0.098709117343476357,0.076961182534761904,0,0.22169137935093228,0.25084136352955738,0.081724246794962069,0.019220994783928833,0.016098314644469661,0.011826982470263253,0.041820897992642304,0.19537520487994459,0.39094924205432652,0.28116657763081448,0.17311239299630846,0.055715942847792604,0.0086829929390886459,0.021176172272892504,0.078201387688385221,0.13276162639978731,0.056635886113252161,0.037573550618362303,0.13940812027191102,0.069059875274707749,0.025880209301408674,0.02923477837149455,0.61874295674417334,0.15102834604025867,0.0030675818945702861,0.18499016561823883,0.064694128991792096,0.077637060693278068,0.055489817779066024,0.17727741506319092,0.19500576025136274,0.81781314949054607,0.031960495088441558,0.25650714879183478,0.14434791311660577,0.1779175127961056,0.017969047440583915,0.027311234244878493,0.056083278922534764,0.060283344865389776,0.076367949577256622,0.02728675191289882,0.010382566765696486,0.64585928407087234,0.69600719334586636,0.36098232324217017,0.092009548571620872,0.09483423806179421,0.053151558661773096,0,0.055338407727012179,0,0.16836703481150181,0.88176046048505119,0.14927511240686078,0.039339676036588903,0.24805698929995584,0.30477643769071761,0.1424633064694909,0.018556099158066008,0.82403208352415036,0.10200957456749013,0.032032897194857961,0.0061143730872275509,0.072270978919227527,0.026236021984995476,0,0.038253473300870269,0.0033957559143852046,0.042509776974216582,0.20991496895587736,0.12037063755013773,0.60988331176398303,0.17193032471584713,0.014080606258332219,0.0058187548498543594,0.051981383491496537,0.17725090649762421,0.064121447213148941,0.41534730409115772,1,0.22636599266598761,0,0.0077562568085708956,0.058133645341533015,0.17172194616053288,0.028466786738698333,0.058220514871298069,0,0,0,0.56526294749542083,0.25033058080404358,0
